"","USGS Gage","Model","Pct. Error"
"Overall Mean Flow",12400,11600,-6.45
"Jan. Mean Flow",15600,14000,-10.3
"Feb. Mean Flow",16900,15200,-10.1
"Mar. Mean Flow",25500,21600,-15.3
"Apr. Mean Flow",20800,17700,-14.9
"May Mean Flow",16200,13400,-17.3
"Jun. Mean Flow",9320,9080,-2.58
"Jul. Mean Flow",4960,5270,6.25
"Aug. Mean Flow",4310,4800,11.4
"Sep. Mean Flow",7030,7850,11.7
"Oct. Mean Flow",5360,6670,24.4
"Nov. Mean Flow",9830,11000,11.9
"Dec. Mean Flow",13000,13300,2.31
