"","USGS Gage","Model","Pct. Error"
"Min. 1 Day Min",174,107,-38.5
"Med. 1 Day Min",952,739,-22.4
"Min. 3 Day Min",248,127,-48.8
"Med. 3 Day Min",1010,783,-22.5
"Min. 7 Day Min",303,148,-51.2
"Med. 7 Day Min",1080,811,-24.9
"Min. 30 Day Min",429,382,-11
"Med. 30 Day Min",1520,1490,-1.97
"Min. 90 Day Min",874,929,6.29
"Med. 90 Day Min",2770,3090,11.6
"7Q10",510,199,-61
"Year of 90-Day Low Flow",1999,1999,0
"Drought Year Mean",5075.65479452055,5605.97192931668,10.4
"Mean Baseflow",6410,7050,9.98
