"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",12400,1500,2290,4810,4590,6560,8340,8270,5870,2930,2100,1550,1190,15600,16900,25500,20800,16200,9320,4960,4310,7030,5360,9830,13000,174,952,248,1010,303,1080,429,1520,874,2770,510,1999,596,1170,6950,42700,87200,981,6410,5610,25300,31400,34700,27700,51400,44000,29500,14300,8340,4840,5210,326000,96600,236000,79800,137000,63800,73400,37900,49200,21900,5075.65479452055
"Model",11600,1910,3370,6670,6670,8170,8860,8850,6370,3430,2350,1950,1090,14000,15200,21600,17700,13400,9080,5270,4800,7850,6670,11000,13300,107,739,127,783,148,811,382,1490,929,3090,199,1999,377,1060,8050,35700,68500,699,7050,6930,15300,21600,23300,20600,51600,27400,24300,14300,7100,6870,5670,255000,59900,222000,54300,141000,46900,53400,29700,36700,20300,5605.97192931668
"Pct. Error",-6.45,27.3,47.2,38.7,45.3,24.5,6.24,7.01,8.52,17.1,11.9,25.8,-8.4,-10.3,-10.1,-15.3,-14.9,-17.3,-2.58,6.25,11.4,11.7,24.4,11.9,2.31,-38.5,-22.4,-48.8,-22.5,-51.2,-24.9,-11,-1.97,6.29,11.6,-61,0,-36.7,-9.4,15.8,-16.4,-21.4,-28.7,9.98,23.5,-39.5,-31.2,-32.9,-25.6,0.389,-37.7,-17.6,0,-14.9,41.9,8.83,-21.8,-38,-5.93,-32,2.92,-26.5,-27.2,-21.6,-25.4,-7.31,10.4
