"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00318,3.96e-06,2.43e-05,0.00494,0,0.000506
"2","Jan",0.000893,0,2.05e-06,0.00601,0,0.00066
"3","Feb",0.00108,0,2.7e-06,0.00493,0,0.000381
"4","Mar",0.00178,1.32e-05,5.92e-06,0.00628,0,0.000565
"5","Apr",0.00284,0.000762,1.29e-05,0.00492,0,0.000594
"6","May",0.00451,0.00198,2.81e-05,0.00489,0,0.000399
"7","Jun",0.00581,0.00283,4.29e-05,0.00633,0,0.000764
"8","Jul",0.00668,0.00308,5.52e-05,0.00533,0,0.000538
"9","Aug",0.00597,0.00193,4.86e-05,0.00436,0,0.000639
"10","Sep",0.00394,0.000175,2.51e-05,0.00526,0,0.000638
"11","Oct",0.00226,0,9.56e-06,0.00248,0,0.000161
"12","Nov",0.00137,0,4.51e-06,0.00454,0,0.000466
"13","Dec",0.000869,0,2e-06,0.00398,0,0.00026
