"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00322,4.5e-06,2.59e-05,0.00468,0,0.000692
"2","Jan",0.000878,0,2.03e-06,0.00535,0,0.000871
"3","Feb",0.00105,0,2.58e-06,0.00395,0,0.000736
"4","Mar",0.00174,2.8e-05,5.68e-06,0.00574,0,0.000558
"5","Apr",0.00279,0.000798,1.24e-05,0.00395,0,0.000491
"6","May",0.00445,0.0021,2.77e-05,0.00458,0,0.000463
"7","Jun",0.00662,0.0035,5.53e-05,0.00598,0,0.00111
"8","Jul",0.00668,0.00322,5.62e-05,0.00532,0,0.000745
"9","Aug",0.00594,0.00192,4.84e-05,0.00383,0,0.000438
"10","Sep",0.00404,0.000226,2.7e-05,0.0063,0,0.00146
"11","Oct",0.00222,0,9.45e-06,0.00279,0,0.000348
"12","Nov",0.0013,0,4.31e-06,0.00484,0,0.000804
"13","Dec",0.000794,0,1.71e-06,0.00351,0,0.000308
