"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.0036,2.35e-05,3.31e-05,0.00495,0,0.000626
"2","Jan",0.000947,0,2.29e-06,0.00531,0,0.000572
"3","Feb",0.00117,0,3.1e-06,0.00462,0,0.000542
"4","Mar",0.00187,0,6.54e-06,0.00675,0,0.000849
"5","Apr",0.00307,0.000872,1.49e-05,0.00424,0,0.000474
"6","May",0.00489,0.00221,3.45e-05,0.00444,0,0.000401
"7","Jun",0.00729,0.00386,6.81e-05,0.00532,0,0.000789
"8","Jul",0.00798,0.00391,8.28e-05,0.0061,0,0.000756
"9","Aug",0.00636,0.00215,5.65e-05,0.00457,0,0.000818
"10","Sep",0.00463,0.000378,3.59e-05,0.0061,0,0.000747
"11","Oct",0.00246,0,1.14e-05,0.00378,0,0.000548
"12","Nov",0.00144,0,5.09e-06,0.00378,0,0.000533
"13","Dec",0.000891,0,2.09e-06,0.00436,0,0.000472
