"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00321,3.25e-05,2.76e-05,0.00484,0,0.000403
"2","Jan",7e-04,0,1.32e-06,0.00516,0,0.000398
"3","Feb",0.000899,0,1.88e-06,0.00378,0,0.000204
"4","Mar",0.00154,0,4.64e-06,0.00627,0,0.000474
"5","Apr",0.00263,0.000788,1.07e-05,0.00468,0,0.000293
"6","May",0.00463,0.00221,3.11e-05,0.0046,0,0.000287
"7","Jun",0.00662,0.00375,5.51e-05,0.00439,0,0.000345
"8","Jul",0.00742,0.00387,6.99e-05,0.0052,0,0.000477
"9","Aug",0.00586,0.0022,4.7e-05,0.00427,0,0.000387
"10","Sep",0.00414,0.00038,2.9e-05,0.00666,0,0.000789
"11","Oct",0.00211,0,8.71e-06,0.0039,0,0.000366
"12","Nov",0.00113,0,3.18e-06,0.00478,0,0.00042
"13","Dec",0.000718,0,1.4e-06,0.00433,0,0.000381
