"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00371,2.18e-05,3.48e-05,0.00505,0,0.000571
"2","Jan",0.00103,0,2.7e-06,0.00588,0,6e-04
"3","Feb",0.00124,0,3.54e-06,0.00412,0,0.000298
"4","Mar",0.002,0,7.4e-06,0.00672,0,0.000806
"5","Apr",0.00323,0.000922,1.62e-05,0.00449,0,0.000456
"6","May",0.00502,0.00226,3.63e-05,0.00471,0,0.000455
"7","Jun",0.00758,0.0039,7.44e-05,0.00472,0,0.000479
"8","Jul",0.00807,0.00387,8.4e-05,0.00625,0,0.000771
"9","Aug",0.00651,0.00214,5.94e-05,0.00496,0,0.000559
"10","Sep",0.00475,0.000366,3.75e-05,0.00686,0,0.000993
"11","Oct",0.00253,0,1.21e-05,0.00398,0,0.000535
"12","Nov",0.00152,0,5.68e-06,0.00379,0,0.000473
"13","Dec",0.000923,0,2.26e-06,0.00397,0,0.000389
