"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00313,1.83e-05,2.49e-05,0.00494,0,0.000558
"2","Jan",0.000803,0,1.72e-06,0.00554,0,0.000649
"3","Feb",0.000971,0,2.21e-06,0.00369,0,0.000325
"4","Mar",0.00164,1.18e-05,5.1e-06,0.00587,0,0.00049
"5","Apr",0.00269,0.000785,1.16e-05,0.00428,0,0.000364
"6","May",0.00441,0.00208,2.77e-05,0.00466,0,0.000397
"7","Jun",0.00648,0.00354,5.24e-05,0.00615,0,0.000753
"8","Jul",0.00665,0.00329,5.6e-05,0.00548,0,0.000515
"9","Aug",0.00576,0.00203,4.49e-05,0.00437,0,0.000604
"10","Sep",0.00395,0.000242,2.62e-05,0.00697,0,0.00112
"11","Oct",0.00215,0,8.94e-06,0.00297,0,0.000344
"12","Nov",0.00121,0,3.82e-06,0.00512,0,0.000741
"13","Dec",0.000748,0,1.51e-06,0.00416,0,0.00038
