"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00305,1.28e-05,2.37e-05,0.00565,0,0.000814
"2","Jan",0.000781,0,1.64e-06,0.00648,0,0.00101
"3","Feb",0.000943,0,2.09e-06,0.00426,0,0.000529
"4","Mar",0.0016,8.1e-06,4.87e-06,0.00658,0,0.000689
"5","Apr",0.00262,0.000752,1.1e-05,0.00487,0,0.000523
"6","May",0.00429,0.00201,2.64e-05,0.00511,0,0.000601
"7","Jun",0.00631,0.00344,4.98e-05,0.00697,0,0.00112
"8","Jul",0.00649,0.00316,5.39e-05,0.00608,0,0.000712
"9","Aug",0.0056,0.00198,4.27e-05,0.00466,0,0.000752
"10","Sep",0.00385,0.000239,2.5e-05,0.00821,0,0.00169
"11","Oct",0.00209,0,8.5e-06,0.00358,0,0.000521
"12","Nov",0.00118,0,3.64e-06,0.00622,0,0.00112
"13","Dec",0.000729,0,1.44e-06,0.00474,0,0.00049
