"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00356,2.34e-05,3.26e-05,0.00488,0,0.000488
"2","Jan",0.00091,0,2.15e-06,0.00544,0,0.000569
"3","Feb",0.00111,0,2.81e-06,0.00454,0,0.000483
"4","Mar",0.00187,0,6.44e-06,0.00664,0,0.000693
"5","Apr",0.00305,0.000868,1.47e-05,0.00417,0,0.00033
"6","May",0.00491,0.00227,3.45e-05,0.00404,0,0.000252
"7","Jun",0.00729,0.00397,6.74e-05,0.00534,0,0.000551
"8","Jul",0.00779,0.00369,7.9e-05,0.00609,0,0.000625
"9","Aug",0.00645,0.00224,5.78e-05,0.0039,0,0.000386
"10","Sep",0.00451,0.00032,3.42e-05,0.00592,0,0.000634
"11","Oct",0.0024,0,1.1e-05,0.00364,0,0.00041
"12","Nov",0.00138,0,4.74e-06,0.00433,0,0.000513
"13","Dec",0.00085,0,1.91e-06,0.00449,0,0.000395
