"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00372,2.37e-05,3.49e-05,0.00519,0,0.000643
"2","Jan",0.00104,0,2.75e-06,0.00597,0,0.000653
"3","Feb",0.00126,0,3.67e-06,0.0041,0,0.000343
"4","Mar",0.002,0,7.42e-06,0.00669,0,0.000768
"5","Apr",0.00323,0.000907,1.62e-05,0.00444,0,0.00049
"6","May",0.00501,0.00219,3.65e-05,0.00474,0,0.000525
"7","Jun",0.00755,0.00396,7.34e-05,0.0049,0,0.000483
"8","Jul",0.0081,0.00392,8.48e-05,0.00699,0,0.00113
"9","Aug",0.00646,0.00209,5.87e-05,0.00538,0,0.000588
"10","Sep",0.0048,0.000386,3.82e-05,0.00694,0,0.00111
"11","Oct",0.00257,0,1.24e-05,0.00423,0,0.000621
"12","Nov",0.00155,0,5.86e-06,0.00382,0,0.000551
"13","Dec",0.000947,0,2.36e-06,0.00397,0,0.000413
