"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00368,2e-05,3.45e-05,0.00496,0,0.00064
"2","Jan",0.00101,0,2.6e-06,0.00589,0,0.000681
"3","Feb",0.00121,0,3.4e-06,0.0042,0,0.000329
"4","Mar",0.00197,0,7.19e-06,0.00665,0,0.00085
"5","Apr",0.0032,0.00092,1.59e-05,0.00456,0,0.000556
"6","May",0.00498,0.00223,3.58e-05,0.00462,0,0.000482
"7","Jun",0.00754,0.00388,7.38e-05,0.00432,0,0.000515
"8","Jul",0.00804,0.00381,8.36e-05,0.00592,0,0.000945
"9","Aug",0.00649,0.00215,5.93e-05,0.00467,0,0.000665
"10","Sep",0.0047,0.000368,3.67e-05,0.0069,0,0.00106
"11","Oct",0.0025,0,1.18e-05,0.00383,0,0.000567
"12","Nov",0.00149,0,5.47e-06,0.00388,0,0.000551
"13","Dec",0.000909,0,2.19e-06,0.00404,0,0.000436
