"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00354,3.21e-05,2.92e-05,0.00505,0,0.000613
"2","Jan",0.0011,0,2.73e-06,0.00584,0,0.000675
"3","Feb",0.0013,0,3.36e-06,0.00456,0,0.000484
"4","Mar",0.00182,0,5.73e-06,0.00662,0,0.00076
"5","Apr",0.00278,0.000855,1.11e-05,0.00443,0,0.000477
"6","May",0.00435,0.00198,2.59e-05,0.00433,0,0.000354
"7","Jun",0.00651,0.00355,5.23e-05,0.00418,0,0.000437
"8","Jul",0.0076,0.00395,7.29e-05,0.00661,0,0.000882
"9","Aug",0.00621,0.00217,5.24e-05,0.00484,0,0.000534
"10","Sep",0.00498,0.000544,3.93e-05,0.0058,0,0.000732
"11","Oct",0.00284,0,1.45e-05,0.00461,0,0.00102
"12","Nov",0.00174,0,6.72e-06,0.00407,0,0.000422
"13","Dec",0.0011,0,2.9e-06,0.00455,0,0.000542
