"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.0037,1.85e-05,3.44e-05,0.00537,0,0.000821
"2","Jan",0.00103,0,2.62e-06,0.00602,0,0.00074
"3","Feb",0.00125,0,3.49e-06,0.00444,0,0.000498
"4","Mar",0.00195,0,7.01e-06,0.00682,0,0.000944
"5","Apr",0.00316,0.000904,1.55e-05,0.0045,0,0.000603
"6","May",0.00494,0.00209,3.57e-05,0.00506,0,0.000709
"7","Jun",0.00742,0.00393,7.13e-05,0.0049,0,0.000587
"8","Jul",0.00807,0.00377,8.49e-05,0.00759,0,0.00163
"9","Aug",0.00642,0.00206,5.82e-05,0.00529,0,0.000754
"10","Sep",0.00482,0.000407,3.82e-05,0.00707,0,0.00115
"11","Oct",0.00261,0,1.27e-05,0.00448,0,0.00107
"12","Nov",0.00157,0,5.87e-06,0.00401,0,0.000625
"13","Dec",0.000964,0,2.42e-06,0.00415,0,0.000484
