"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00329,2.46e-05,2.86e-05,0.00447,0,0.000392
"2","Jan",0.000747,0,1.47e-06,0.00444,0,0.000311
"3","Feb",0.000924,0,1.98e-06,0.00346,0,0.000239
"4","Mar",0.00163,0,5.1e-06,0.00588,0,0.00045
"5","Apr",0.00274,0.000812,1.18e-05,0.0044,0,0.000337
"6","May",0.00472,0.00226,3.2e-05,0.00433,0,0.000243
"7","Jun",0.00683,0.00374,5.85e-05,0.00484,0,0.000463
"8","Jul",0.00731,0.00367,6.84e-05,0.00487,0,0.000446
"9","Aug",0.00612,0.00221,5.12e-05,0.00425,0,0.000424
"10","Sep",0.00419,0.000294,2.97e-05,0.00578,0,0.000628
"11","Oct",0.00219,0,9.26e-06,0.00282,0,0.000277
"12","Nov",0.00119,0,3.61e-06,0.00471,0,0.000599
"13","Dec",0.00074,0,1.48e-06,0.00383,0,0.000282
