"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00371,2.26e-05,3.37e-05,0.00536,0,0.000747
"2","Jan",0.00107,0,2.77e-06,0.00595,0,0.000693
"3","Feb",0.00129,0,3.64e-06,0.00439,0,0.000417
"4","Mar",0.00197,0,6.96e-06,0.00655,0,0.00074
"5","Apr",0.00315,0.000907,1.5e-05,0.00461,0,0.000546
"6","May",0.00489,0.00211,3.45e-05,0.00476,0,0.000493
"7","Jun",0.00734,0.00388,6.85e-05,0.0047,0,0.000526
"8","Jul",0.00802,0.00383,8.32e-05,0.00787,0,0.00178
"9","Aug",0.0064,0.00213,5.71e-05,0.0056,0,0.000713
"10","Sep",0.0049,0.00044,3.87e-05,0.00685,0,0.00108
"11","Oct",0.00269,0,1.33e-05,0.0047,0,0.00104
"12","Nov",0.00164,0,6.25e-06,0.0041,0,0.000495
"13","Dec",0.00101,0,2.59e-06,0.00415,0,0.000392
