"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00335,3.1e-05,2.84e-05,0.0051,0,0.000632
"2","Jan",0.00085,0,1.74e-06,0.00575,0,0.000783
"3","Feb",0.00104,0,2.28e-06,0.00489,0,0.000657
"4","Mar",0.00161,0,4.67e-06,0.0074,0,0.000832
"5","Apr",0.00263,0.000796,1.03e-05,0.00445,0,0.000405
"6","May",0.00444,0.00214,2.79e-05,0.00435,0,0.000304
"7","Jun",0.00656,0.00361,5.37e-05,0.00507,0,0.000582
"8","Jul",0.00754,0.00377,7.25e-05,0.00565,0,0.000655
"9","Aug",0.00612,0.00224,5.07e-05,0.0047,0,0.000913
"10","Sep",0.00454,0.000443,3.34e-05,0.00608,0,0.00081
"11","Oct",0.00243,0,1.09e-05,0.00397,0,0.000479
"12","Nov",0.00139,0,4.45e-06,0.00425,0,0.000615
"13","Dec",0.000868,0,1.87e-06,0.00455,0,0.00054
