"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.0035,2.65e-05,3.12e-05,0.00494,0,0.000649
"2","Jan",0.00092,0,2.09e-06,0.00536,0,0.000714
"3","Feb",0.00113,0,2.78e-06,0.00461,0,0.000617
"4","Mar",0.00178,0,5.74e-06,0.00686,0,0.00088
"5","Apr",0.00289,0.000839,1.28e-05,0.00423,0,0.00043
"6","May",0.00469,0.00217,3.12e-05,0.00443,0,0.000323
"7","Jun",0.00699,0.00378,6.17e-05,0.00511,0,0.000628
"8","Jul",0.00782,0.00393,7.89e-05,0.00601,0,0.000681
"9","Aug",0.00629,0.00224,5.46e-05,0.00458,0,0.000977
"10","Sep",0.00461,0.000404,3.52e-05,0.00591,0,0.000847
"11","Oct",0.00246,0,1.13e-05,0.00386,0,0.000605
"12","Nov",0.00144,0,4.91e-06,0.00383,0,0.000555
"13","Dec",0.000893,0,2.03e-06,0.00443,0,0.000509
