"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00256,6.64e-06,1.6e-05,0.00495,0,0.000357
"2","Jan",0.000688,0,1.29e-06,0.0053,0,0.000347
"3","Feb",0.000817,0,1.61e-06,0.00452,0,0.000238
"4","Mar",0.00137,1.51e-05,3.67e-06,0.00631,0,0.000365
"5","Apr",0.0023,0.000629,8.64e-06,0.00471,0,0.000328
"6","May",0.00358,0.00169,1.77e-05,0.00613,0,0.00048
"7","Jun",0.00525,0.00276,3.42e-05,0.00518,0,0.000396
"8","Jul",0.00526,0.00265,3.35e-05,0.00627,0,0.00054
"9","Aug",0.00472,0.00174,2.97e-05,0.0049,0,0.000405
"10","Sep",0.00316,0.000174,1.61e-05,0.00505,0,0.000517
"11","Oct",0.00181,0,6.27e-06,0.00248,0,0.000133
"12","Nov",0.00102,0,2.77e-06,0.0043,0,0.000293
"13","Dec",0.000638,0,1.13e-06,0.00422,0,0.000221
