"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00369,1.52e-05,3.46e-05,0.00498,0,0.000614
"2","Jan",0.00101,0,2.64e-06,0.00588,0,0.000651
"3","Feb",0.00122,0,3.43e-06,0.00421,0,0.000312
"4","Mar",0.00198,0,7.29e-06,0.00664,0,0.000827
"5","Apr",0.00321,0.000918,1.6e-05,0.00458,0,0.000536
"6","May",0.005,0.00226,3.58e-05,0.0047,0,0.000477
"7","Jun",0.00755,0.00386,7.43e-05,0.00447,0,0.000522
"8","Jul",0.00802,0.0038,8.31e-05,0.00601,0,0.000897
"9","Aug",0.00651,0.00216,5.96e-05,0.00465,0,0.000612
"10","Sep",0.0047,0.000369,3.68e-05,0.00682,0,0.00102
"11","Oct",0.0025,0,1.18e-05,0.00389,0,0.000585
"12","Nov",0.0015,0,5.55e-06,0.00385,0,0.000476
"13","Dec",0.000911,0,2.2e-06,0.00404,0,0.00042
