"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.0031,2.12e-05,2.44e-05,0.00408,0,0.00027
"2","Jan",0.000746,0,1.5e-06,0.00401,0,0.000191
"3","Feb",0.000908,0,1.95e-06,0.00374,0,0.000194
"4","Mar",0.00159,2.02e-05,4.87e-06,0.00544,0,0.000272
"5","Apr",0.00268,0.00078,1.16e-05,0.00447,0,0.000301
"6","May",0.00442,0.00213,2.72e-05,0.00444,0,0.000269
"7","Jun",0.00643,0.00352,5.09e-05,0.00429,0,0.00032
"8","Jul",0.00659,0.00337,5.44e-05,0.00475,0,0.000355
"9","Aug",0.00577,0.00212,4.48e-05,0.00429,0,0.000384
"10","Sep",0.00388,0.000244,2.47e-05,0.00417,0,0.000414
"11","Oct",0.00213,0,8.71e-06,0.00215,0,0.000113
"12","Nov",0.00116,0,3.54e-06,0.004,0,0.000246
"13","Dec",0.000719,0,1.42e-06,0.00326,0,0.000173
