"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00367,1.43e-05,3.39e-05,0.00504,0,0.00054
"2","Jan",0.00101,0,2.65e-06,0.00587,0,0.000602
"3","Feb",0.00119,0,3.24e-06,0.00463,0,0.000372
"4","Mar",0.002,4.23e-06,7.38e-06,0.00668,0,0.00064
"5","Apr",0.00319,0.000922,1.59e-05,0.00471,0,0.000483
"6","May",0.00494,0.00226,3.45e-05,0.00483,0,0.000381
"7","Jun",0.00754,0.00384,7.35e-05,0.00462,0,0.000408
"8","Jul",0.00781,0.00362,7.8e-05,0.0059,0,0.000712
"9","Aug",0.00661,0.00217,6.13e-05,0.00445,0,0.000567
"10","Sep",0.00465,0.00031,3.57e-05,0.00634,0,0.00088
"11","Oct",0.00251,0,1.19e-05,0.00378,0,0.000521
"12","Nov",0.00149,0,5.52e-06,0.00422,0,0.000468
"13","Dec",0.000898,0,2.14e-06,0.00437,0,0.000431
