"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00363,2.31e-05,3.34e-05,0.00499,0,0.000639
"2","Jan",0.000972,0,2.39e-06,0.00546,0,0.000568
"3","Feb",0.00119,0,3.24e-06,0.00459,0,0.000501
"4","Mar",0.0019,0,6.72e-06,0.00677,0,0.000893
"5","Apr",0.00312,0.000881,1.52e-05,0.00426,0,0.000514
"6","May",0.00491,0.00221,3.47e-05,0.00445,0,0.000428
"7","Jun",0.00734,0.0039,6.93e-05,0.00527,0,0.000838
"8","Jul",0.00801,0.00391,8.29e-05,0.00635,0,0.000806
"9","Aug",0.00638,0.00215,5.68e-05,0.00457,0,0.000702
"10","Sep",0.00467,0.000385,3.64e-05,0.00623,0,0.000749
"11","Oct",0.00249,0,1.17e-05,0.00383,0,0.000574
"12","Nov",0.00148,0,5.29e-06,0.00377,0,0.00059
"13","Dec",0.000907,0,2.16e-06,0.00431,0,0.000487
