"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00376,1.68e-05,3.43e-05,0.00532,0,0.000705
"2","Jan",0.00112,0,3.09e-06,0.00594,0,0.000591
"3","Feb",0.00135,0,4.05e-06,0.00436,0,0.000406
"4","Mar",0.00203,0,7.5e-06,0.00617,0,0.000607
"5","Apr",0.00322,0.000888,1.6e-05,0.00457,0,0.000487
"6","May",0.00494,0.00207,3.55e-05,0.00438,0,0.000407
"7","Jun",0.00739,0.00401,6.91e-05,0.00476,0,0.000579
"8","Jul",0.00807,0.00377,8.44e-05,0.00796,0,0.00151
"9","Aug",0.0064,0.00209,5.71e-05,0.00609,0,0.000749
"10","Sep",0.00496,0.000463,3.93e-05,0.00647,0,0.00107
"11","Oct",0.00275,0,1.41e-05,0.00494,0,0.00125
"12","Nov",0.0017,0,6.78e-06,0.00406,0,0.000404
"13","Dec",0.00105,0,2.84e-06,0.00404,0,0.000356
