"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00298,4.83e-06,2.13e-05,0.00475,0,0.000408
"2","Jan",0.000827,0,1.76e-06,0.00551,0,0.000526
"3","Feb",0.001,0,2.32e-06,0.0046,0,0.000288
"4","Mar",0.00167,8.96e-06,5.24e-06,0.00624,0,0.000465
"5","Apr",0.00269,0.000699,1.17e-05,0.0046,0,0.000446
"6","May",0.00423,0.00186,2.48e-05,0.00504,0,0.00035
"7","Jun",0.00544,0.00267,3.71e-05,0.00586,0,0.000586
"8","Jul",0.00624,0.0029,4.77e-05,0.00512,0,0.000417
"9","Aug",0.00561,0.00185,4.27e-05,0.00452,0,0.000527
"10","Sep",0.00369,0.000152,2.19e-05,0.00481,0,0.000525
"11","Oct",0.00214,0,8.57e-06,0.00237,0,0.000141
"12","Nov",0.00128,0,3.96e-06,0.00442,0,0.000396
"13","Dec",0.000816,0,1.77e-06,0.00392,0,0.000226
