"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00342,2.37e-05,3.04e-05,0.00499,0,0.000465
"2","Jan",0.000841,0,1.86e-06,0.00536,0,0.000423
"3","Feb",0.00104,0,2.49e-06,0.004,0,0.000278
"4","Mar",0.00176,4.55e-08,5.84e-06,0.00636,0,0.000541
"5","Apr",0.00291,0.000839,1.33e-05,0.00421,0,0.00031
"6","May",0.00481,0.00226,3.33e-05,0.00442,0,0.000272
"7","Jun",0.00704,0.00385,6.28e-05,0.00613,0,0.000606
"8","Jul",0.00752,0.00368,7.26e-05,0.00551,0,0.000436
"9","Aug",0.00627,0.00225,5.39e-05,0.0043,0,0.000492
"10","Sep",0.00434,0.000292,3.19e-05,0.00692,0,0.000806
"11","Oct",0.00231,0,1.03e-05,0.00328,0,0.00035
"12","Nov",0.0013,0,4.24e-06,0.005,0,0.000689
"13","Dec",0.000804,0,1.74e-06,0.00434,0,0.00036
