"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00331,1.96e-05,2.83e-05,0.00475,0,0.000529
"2","Jan",0.000806,0,1.73e-06,0.00492,0,0.000465
"3","Feb",0.000986,0,2.28e-06,0.00355,0,0.000356
"4","Mar",0.0017,2.35e-06,5.5e-06,0.00601,0,0.000517
"5","Apr",0.00281,0.000821,1.26e-05,0.00424,0,0.000376
"6","May",0.00469,0.00225,3.16e-05,0.00442,0,0.000295
"7","Jun",0.00683,0.00371,5.87e-05,0.00604,0,0.000749
"8","Jul",0.00717,0.00351,6.58e-05,0.00484,0,0.000368
"9","Aug",0.00611,0.00213,5.11e-05,0.00423,0,0.00056
"10","Sep",0.00419,0.00027,2.98e-05,0.0068,0,0.00116
"11","Oct",0.00225,0,9.84e-06,0.00303,0,0.000418
"12","Nov",0.00125,0,4.05e-06,0.00498,0,0.000764
"13","Dec",0.000772,0,1.62e-06,0.00393,0,0.000324
