"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00321,5e-06,2.56e-05,0.00445,0,0.00058
"2","Jan",0.000878,0,2.02e-06,0.00515,0,0.00081
"3","Feb",0.00105,0,2.62e-06,0.00364,0,0.000656
"4","Mar",0.00175,2.97e-05,5.76e-06,0.00559,0,0.000504
"5","Apr",0.00282,0.000817,1.28e-05,0.00372,0,0.000368
"6","May",0.00445,0.00207,2.76e-05,0.00454,0,0.000448
"7","Jun",0.00655,0.00347,5.39e-05,0.0058,0,0.00087
"8","Jul",0.00664,0.0032,5.51e-05,0.00485,0,0.000474
"9","Aug",0.00594,0.00191,4.82e-05,0.00406,0,0.000455
"10","Sep",0.00401,0.000211,2.66e-05,0.00589,0,0.00121
"11","Oct",0.00223,0,9.53e-06,0.00256,0,0.000303
"12","Nov",0.0013,0,4.31e-06,0.00406,0,0.000531
"13","Dec",0.000801,0,1.76e-06,0.00356,0,0.000345
