"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00363,1.04e-05,3.3e-05,0.005,0,0.000538
"2","Jan",0.00102,0,2.65e-06,0.00582,0,0.000634
"3","Feb",0.0012,0,3.3e-06,0.00475,0,0.000397
"4","Mar",0.002,1.82e-05,7.41e-06,0.00651,0,0.000593
"5","Apr",0.00316,0.000916,1.56e-05,0.00485,0,0.000596
"6","May",0.0049,0.00227,3.33e-05,0.00489,0,0.000453
"7","Jun",0.00739,0.00374,7.03e-05,0.00483,0,0.000513
"8","Jul",0.00766,0.00357,7.46e-05,0.00584,0,0.000661
"9","Aug",0.00662,0.00208,6.17e-05,0.00394,0,0.000418
"10","Sep",0.00458,0.000264,3.44e-05,0.00632,0,0.000843
"11","Oct",0.00251,0,1.2e-05,0.00358,0,0.000395
"12","Nov",0.0015,0,5.61e-06,0.00435,0,0.000534
"13","Dec",0.000904,0,2.17e-06,0.0043,0,0.000414
