"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00311,3.11e-05,2.58e-05,0.00487,0,0.000402
"2","Jan",0.000668,0,1.2e-06,0.00518,0,0.000395
"3","Feb",0.000847,0,1.67e-06,0.00373,0,0.000199
"4","Mar",0.00149,0,4.33e-06,0.00595,0,0.000425
"5","Apr",0.00257,0.000789,1.03e-05,0.00521,0,0.000378
"6","May",0.00455,0.00219,2.97e-05,0.0045,0,0.000309
"7","Jun",0.00647,0.00372,5.2e-05,0.00501,0,0.000405
"8","Jul",0.00709,0.00371,6.35e-05,0.00515,0,0.000511
"9","Aug",0.00571,0.00217,4.44e-05,0.00451,0,0.000421
"10","Sep",0.00398,0.000345,2.67e-05,0.00642,0,0.000706
"11","Oct",0.00205,0,8.18e-06,0.0036,0,0.00033
"12","Nov",0.00109,0,3.02e-06,0.00518,0,0.000446
"13","Dec",0.00069,0,1.29e-06,0.00393,0,0.000288
