"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00374,2.05e-05,3.37e-05,0.00521,0,0.000719
"2","Jan",0.00112,0,3.05e-06,0.00586,0,0.000566
"3","Feb",0.00136,0,3.97e-06,0.00424,0,0.000384
"4","Mar",0.00201,0,7.29e-06,0.00595,0,0.000574
"5","Apr",0.00318,0.000888,1.53e-05,0.00449,0,0.000466
"6","May",0.00489,0.00209,3.44e-05,0.00427,0,0.000417
"7","Jun",0.0073,0.00399,6.71e-05,0.00473,0,0.000685
"8","Jul",0.00803,0.00379,8.34e-05,0.00792,0,0.00156
"9","Aug",0.00638,0.00215,5.61e-05,0.006,0,0.000812
"10","Sep",0.00497,0.000493,3.91e-05,0.00609,0,0.00101
"11","Oct",0.00276,0,1.41e-05,0.00496,0,0.00134
"12","Nov",0.00171,0,6.82e-06,0.004,0,0.000392
"13","Dec",0.00107,0,2.87e-06,0.0039,0,0.000375
