"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00321,2.24e-05,2.7e-05,0.00428,0,0.000315
"2","Jan",0.000725,0,1.39e-06,0.00422,0,0.000253
"3","Feb",0.000893,0,1.83e-06,0.00336,0,0.000184
"4","Mar",0.0016,9.55e-07,4.91e-06,0.00579,0,0.000372
"5","Apr",0.00269,0.000799,1.15e-05,0.00457,0,0.000295
"6","May",0.00461,0.00224,3.01e-05,0.00407,0,0.000207
"7","Jun",0.00667,0.00367,5.5e-05,0.00467,0,0.000353
"8","Jul",0.0071,0.00361,6.37e-05,0.00449,0,0.000344
"9","Aug",0.006,0.00219,4.9e-05,0.0041,0,0.000352
"10","Sep",0.00409,0.000286,2.81e-05,0.00512,0,0.000495
"11","Oct",0.00215,0,8.91e-06,0.00261,0,0.000198
"12","Nov",0.00116,0,3.44e-06,0.00471,0,0.000481
"13","Dec",0.000719,0,1.4e-06,0.00363,0,0.000245
