"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00377,2.77e-05,3.34e-05,0.00528,0,0.00068
"2","Jan",0.00118,0,3.27e-06,0.00621,0,0.000592
"3","Feb",0.00142,0,4.24e-06,0.00429,0,0.000394
"4","Mar",0.00206,0,7.48e-06,0.00576,0,0.000569
"5","Apr",0.00319,0.000917,1.51e-05,0.00427,0,0.000402
"6","May",0.00487,0.00215,3.33e-05,0.0042,0,0.00044
"7","Jun",0.00722,0.00388,6.55e-05,0.00495,0,0.000705
"8","Jul",0.00801,0.00389,8.2e-05,0.00748,0,0.00112
"9","Aug",0.00637,0.00216,5.56e-05,0.0066,0,0.000918
"10","Sep",0.00507,0.000518,4.03e-05,0.00623,0,0.000936
"11","Oct",0.00286,0,1.5e-05,0.00523,0,0.00127
"12","Nov",0.00179,0,7.36e-06,0.00413,0,0.000383
"13","Dec",0.00112,0,3.12e-06,0.00393,0,0.000379
