"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00273,1.01e-05,1.84e-05,0.00447,0,0.000302
"2","Jan",0.00072,0,1.38e-06,0.00474,0,0.000321
"3","Feb",0.000861,0,1.77e-06,0.0038,0,0.000173
"4","Mar",0.00145,1.8e-05,4.06e-06,0.00578,0,0.000327
"5","Apr",0.00242,0.00068,9.5e-06,0.00414,0,0.00028
"6","May",0.00381,0.0018,2.02e-05,0.00521,0,0.000327
"7","Jun",0.00563,0.00305,3.92e-05,0.00507,0,0.000371
"8","Jul",0.00565,0.00283,3.88e-05,0.00553,0,0.000395
"9","Aug",0.00506,0.00181,3.43e-05,0.00447,0,0.000334
"10","Sep",0.00339,0.000189,1.87e-05,0.00487,0,0.000484
"11","Oct",0.00191,0,6.97e-06,0.0022,0,0.000111
"12","Nov",0.00108,0,3.06e-06,0.00411,0,0.000294
"13","Dec",0.000666,0,1.22e-06,0.00366,0,0.000189
