"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00291,1.22e-05,2.12e-05,0.00438,0,0.000286
"2","Jan",0.00073,0,1.44e-06,0.00429,0,0.000223
"3","Feb",0.000882,0,1.86e-06,0.00416,0,0.000223
"4","Mar",0.00152,2.38e-05,4.44e-06,0.00585,0,0.000315
"5","Apr",0.00255,0.000726,1.06e-05,0.00437,0,0.000261
"6","May",0.00409,0.00193,2.35e-05,0.00506,0,0.000357
"7","Jun",0.00604,0.0033,4.49e-05,0.00468,0,0.000341
"8","Jul",0.0061,0.00303,4.61e-05,0.00526,0,0.000395
"9","Aug",0.00541,0.00196,3.94e-05,0.00453,0,0.000343
"10","Sep",0.00362,0.000218,2.15e-05,0.00444,0,0.00042
"11","Oct",0.00201,0,7.79e-06,0.00227,0,0.000117
"12","Nov",0.00112,0,3.28e-06,0.00403,0,0.000255
"13","Dec",0.000685,0,1.29e-06,0.00358,0,0.000172
