"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00288,2.94e-06,2.01e-05,0.00471,0,0.000402
"2","Jan",0.000795,0,1.63e-06,0.00561,0,0.000659
"3","Feb",0.000957,0,2.12e-06,0.00424,0,0.00024
"4","Mar",0.0016,1.59e-05,4.84e-06,0.00628,0,0.00044
"5","Apr",0.0026,0.000714,1.09e-05,0.00439,0,0.000406
"6","May",0.00408,0.00186,2.3e-05,0.00518,0,0.000353
"7","Jun",0.0054,0.00274,3.7e-05,0.00558,0,0.000511
"8","Jul",0.00603,0.00287,4.47e-05,0.00494,0,0.000403
"9","Aug",0.00541,0.00186,3.97e-05,0.00433,0,0.000462
"10","Sep",0.00361,0.000179,2.12e-05,0.00477,0,0.000467
"11","Oct",0.00205,0,7.99e-06,0.00241,0,0.000154
"12","Nov",0.00119,0,3.6e-06,0.00461,0,0.000418
"13","Dec",0.000752,0,1.53e-06,0.00417,0,0.00029
