"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00275,1.64e-05,1.9e-05,0.00489,0,0.000328
"2","Jan",0.00068,0,1.28e-06,0.00471,0,0.000223
"3","Feb",0.000821,0,1.64e-06,0.00485,0,0.000264
"4","Mar",0.00142,2.12e-05,3.98e-06,0.00617,0,0.00031
"5","Apr",0.00242,0.000676,9.6e-06,0.00541,0,0.00035
"6","May",0.00392,0.00184,2.15e-05,0.00557,0,0.000402
"7","Jun",0.00574,0.00309,4.07e-05,0.00521,0,0.00041
"8","Jul",0.00576,0.00302,4.1e-05,0.00593,0,0.000552
"9","Aug",0.00509,0.00185,3.47e-05,0.00497,0,0.000433
"10","Sep",0.00341,0.000199,1.91e-05,0.00449,0,0.000388
"11","Oct",0.00191,0,7.07e-06,0.00267,0,0.000123
"12","Nov",0.00104,0,2.88e-06,0.00458,0,0.000265
"13","Dec",0.000645,0,1.16e-06,0.00415,0,0.000198
