"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00355,2.28e-05,3.21e-05,0.00492,0,0.000719
"2","Jan",0.000941,0,2.21e-06,0.0053,0,0.000748
"3","Feb",0.00116,0,2.99e-06,0.00452,0,0.000645
"4","Mar",0.00182,0,6.13e-06,0.0067,0,0.000919
"5","Apr",0.00298,0.000849,1.37e-05,0.0041,0,0.00049
"6","May",0.00477,0.00217,3.26e-05,0.00453,0,0.000401
"7","Jun",0.00712,0.00376,6.46e-05,0.00514,0,0.000719
"8","Jul",0.0079,0.00388,8.09e-05,0.006,0,0.000759
"9","Aug",0.0063,0.00215,5.52e-05,0.00475,0,0.00107
"10","Sep",0.00463,0.000395,3.59e-05,0.00599,0,0.00101
"11","Oct",0.00248,0,1.15e-05,0.00393,0,0.000688
"12","Nov",0.00146,0,5.09e-06,0.00372,0,0.000586
"13","Dec",0.000902,0,2.1e-06,0.00435,0,0.000569
