"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00311,3.5e-06,2.34e-05,0.00505,0,0.000458
"2","Jan",0.000867,0,1.95e-06,0.00619,0,0.000692
"3","Feb",0.00104,0,2.53e-06,0.00443,0,0.000266
"4","Mar",0.00173,2.29e-05,5.63e-06,0.00637,0,0.000458
"5","Apr",0.00277,0.000768,1.22e-05,0.00487,0,5e-04
"6","May",0.00438,0.002,2.65e-05,0.00501,0,0.000316
"7","Jun",0.00588,0.00297,4.4e-05,0.0064,0,0.000693
"8","Jul",0.0065,0.00314,5.23e-05,0.00533,0,0.000458
"9","Aug",0.00579,0.00187,4.57e-05,0.0042,0,0.000418
"10","Sep",0.0039,0.000205,2.46e-05,0.0059,0,0.000656
"11","Oct",0.00219,0,9.13e-06,0.00266,0,0.000203
"12","Nov",0.00129,0,4.19e-06,0.005,0,0.000527
"13","Dec",0.000809,0,1.77e-06,0.00427,0,0.000299
