"","date","model1.flow","model2.flow"
"123","1984-05-02",2335.8930893,2894.22088
"124","1984-05-03",2209.3125686,2720.881783
"125","1984-05-04",2098.3836899,2630.038652
"126","1984-05-05",2059.2149201,2599.755425
"127","1984-05-06",2040.6623,2751.933455
"128","1984-05-07",2175.8527224,3340.642104
"129","1984-05-08",2626.126425,3445.039443
"130","1984-05-09",2756.480827,3110.250411
"131","1984-05-10",2402.200509,2702.241614
"132","1984-05-11",2049.1510924,2383.380875
"133","1984-05-12",1782.4793548,2145.5731124
"134","1984-05-13",1592.4080466,1954.7385941
"135","1984-05-14",1453.6103934,1794.228447
"136","1984-05-15",1351.869911,1657.3265688
"137","1984-05-16",1270.9643974,1538.8384321
"138","1984-05-17",1198.5098382,1428.6726075
"139","1984-05-18",1129.2065009,1322.6645813
"140","1984-05-19",1061.3244285,1219.1338655
"141","1984-05-20",989.2704848,1122.0650102
"142","1984-05-21",918.6634332,1041.4474717
"143","1984-05-22",852.7653809,976.4354055
"144","1984-05-23",794.1596107,968.2751846
"145","1984-05-24",971.6781845,1101.1873437
"146","1984-05-25",961.8787003,1110.7085268
"147","1984-05-26",887.8490944,1050.8968891
"148","1984-05-27",897.7837486,1087.1949579
"149","1984-05-28",945.6701127,1149.3252754
"150","1984-05-29",928.6003343,1437.1951867
"151","1984-05-30",8496.8110752,2889.7284926
"152","1984-05-31",8354.140595,3406.73056
"153","1984-06-01",4641.364136,2995.460096
"154","1984-06-02",3039.502833,2479.1110471
"155","1984-06-03",2098.0156102,2075.4708481
"156","1984-06-04",1577.5718613,1787.2717666
"157","1984-06-05",1299.2638167,1575.52734
"158","1984-06-06",1142.0290413,1400.4187241
"159","1984-06-07",1038.3419838,1237.3086853
"160","1984-06-08",959.6204685,1097.1234893
"161","1984-06-09",875.0149115,976.4616126
"162","1984-06-10",800.3262365,897.9564093
"163","1984-06-11",735.7552606,835.1258392
"164","1984-06-12",673.8262274,774.1434306
"165","1984-06-13",614.1410293,727.7310163
"166","1984-06-14",558.8348008,706.7993201
"167","1984-06-15",541.9110643,650.9538381
"168","1984-06-16",575.4631289,634.5752315
"169","1984-06-17",549.0696489,611.8279135
"170","1984-06-18",507.43355,569.7473794
"171","1984-06-19",493.5557231,521.3469239
"172","1984-06-20",490.0575332,498.2604675
"173","1984-06-21",485.6964282,492.8132666
"174","1984-06-22",480.6395569,489.4537927
"175","1984-06-23",474.8859729,485.3694172
"176","1984-06-24",468.5079745,480.5841696
"177","1984-06-25",461.5764654,474.9115523
"178","1984-06-26",454.5962847,468.5644569
"179","1984-06-27",447.0198384,461.8524552
"180","1984-06-28",438.9534513,455.3237114
"181","1984-06-29",431.6228733,454.5975267
"182","1984-06-30",431.7958891,458.8284684
"183","1984-07-01",443.1693403,462.5139752
"184","1984-07-02",446.2894649,464.8313101
"185","1984-07-03",450.4521086,466.1056824
"186","1984-07-04",452.685236,462.9859068
"187","1984-07-05",450.1548271,458.0850296
"188","1984-07-06",446.8163871,453.2132111
"189","1984-07-07",441.2447301,447.8341237
"190","1984-07-08",437.2428989,441.7896807
"191","1984-07-09",430.7883815,434.4347665
"192","1984-07-10",423.6823866,426.6947707
"193","1984-07-11",415.8585776,418.5371725
"194","1984-07-12",410.6057567,413.3781568
"195","1984-07-13",410.5356371,410.693859
"196","1984-07-14",407.319111,405.4935591
"197","1984-07-15",402.3968809,398.6839046
"198","1984-07-16",397.2966212,393.3514097
"199","1984-07-17",392.7735329,389.3935508
"200","1984-07-18",392.1464808,391.2358932
"201","1984-07-19",397.3487052,395.9119512
"202","1984-07-20",408.2938992,402.9163437
"203","1984-07-21",418.6475545,413.088526
"204","1984-07-22",428.3778456,426.0153559
"205","1984-07-23",437.7754342,442.9768639
"206","1984-07-24",451.2255534,458.9639492
"207","1984-07-25",464.4817202,471.2624493
"208","1984-07-26",474.2163602,481.9628868
"209","1984-07-27",505.0515309,700.6721438
"210","1984-07-28",1183.3209342,1176.3907241
"211","1984-07-29",1419.0758667,1260.6833037
"212","1984-07-30",1262.1432723,1153.564575
"213","1984-07-31",1016.1867142,1014.3517913
"214","1984-08-01",827.1047895,893.8222849
"215","1984-08-02",698.9084702,787.5786513
"216","1984-08-03",606.6352084,738.1742478
"217","1984-08-04",569.4905587,786.684881
"218","1984-08-05",836.6277543,767.0462684
"219","1984-08-06",782.4459554,722.2993812
"220","1984-08-07",711.4202271,677.0517638
"221","1984-08-08",627.8267289,631.8291608
"222","1984-08-09",559.9062443,605.1504879
"223","1984-08-10",530.2547473,626.3294412
"224","1984-08-11",538.7551481,685.4210685
"225","1984-08-12",551.9976386,723.9952258
"226","1984-08-13",572.1003496,869.4853477
"227","1984-08-14",669.8388747,1144.6176722
"228","1984-08-15",1013.9146805,1206.1184351
"229","1984-08-16",998.8331032,1080.5089912
"230","1984-08-17",852.0479739,944.4029695
"231","1984-08-18",714.3348997,926.2535553
"232","1984-08-19",855.6199857,954.4050445
"233","1984-08-20",806.6010857,931.7174643
"234","1984-08-21",749.680849,878.5400429
"235","1984-08-22",680.7464161,810.8077316
"236","1984-08-23",604.9296835,745.7442246
"237","1984-08-24",531.9414177,694.7696591
"238","1984-08-25",495.6840057,648.4487514
"239","1984-08-26",491.8940736,605.2834893
"240","1984-08-27",487.4203608,564.8381537
"241","1984-08-28",481.7955531,533.8899041
"242","1984-08-29",480.1097449,674.325886
"243","1984-08-30",476.1944808,593.1120167
"244","1984-08-31",471.9529344,541.815426
"245","1984-09-01",467.1729392,508.1497898
"246","1984-09-02",461.6616211,494.837553
"247","1984-09-03",455.2190458,492.9394531
"248","1984-09-04",454.71784,494.6077309
"249","1984-09-05",449.6465302,492.8880215
"250","1984-09-06",445.1375923,489.7476653
"251","1984-09-07",438.9758663,485.5014289
"252","1984-09-08",432.3106383,480.3425525
"253","1984-09-09",425.0231746,474.2809981
"254","1984-09-10",417.1614342,467.7273768
"255","1984-09-11",408.9971581,460.6388705
"256","1984-09-12",401.0306397,453.5347577
"257","1984-09-13",395.030453,445.8511389
"258","1984-09-14",390.3164238,438.1589677
"259","1984-09-15",385.2735998,429.5334646
"260","1984-09-16",380.2217779,420.6506041
"261","1984-09-17",375.0390733,411.6724393
"262","1984-09-18",369.7544804,402.5679551
"263","1984-09-19",364.3725014,394.8684558
"264","1984-09-20",358.9021721,389.499672
"265","1984-09-21",353.3444235,384.0313774
"266","1984-09-22",347.7188158,378.415888
"267","1984-09-23",342.0946167,372.6809378
"268","1984-09-24",336.4711789,366.8368674
"269","1984-09-25",330.8060931,360.9736814
"270","1984-09-26",325.1259707,355.1533611
"271","1984-09-27",319.5021019,349.4466591
"272","1984-09-28",314.2605132,344.2512961
"273","1984-09-29",309.1215563,339.2538672
"274","1984-09-30",303.9636184,334.9649352
"275","1984-10-01",306.1052714,338.5905685
"276","1984-10-02",310.9309768,343.5585936
"277","1984-10-03",315.2759248,348.760814
"278","1984-10-04",318.1997261,352.9569703
"279","1984-10-05",319.6665393,355.6120254
"280","1984-10-06",319.853072,357.0721386
"281","1984-10-07",319.1094352,357.6104008
"282","1984-10-08",317.6672963,357.3563833
"283","1984-10-09",315.6755524,356.4276646
"284","1984-10-10",313.2649787,354.9658251
"285","1984-10-11",310.5756454,353.0872412
"286","1984-10-12",307.6983223,350.870122
"287","1984-10-13",304.6081632,348.3392688
"288","1984-10-14",301.3151235,345.5259352
"289","1984-10-15",297.4229613,342.4366245
"290","1984-10-16",290.1511126,339.2800332
"291","1984-10-17",281.8300831,335.8546115
"292","1984-10-18",273.5029832,332.2973186
"293","1984-10-19",265.19259,328.4593915
"294","1984-10-20",256.8990486,324.4084156
"295","1984-10-21",248.6007719,320.2010124
"296","1984-10-22",240.39147181,316.1764364
"297","1984-10-23",234.15396404,313.6711607
"298","1984-10-24",231.52416899,314.4202242
"299","1984-10-25",236.42701426,317.3931131
"300","1984-10-26",247.4201708,320.4439611
"301","1984-10-27",256.7199697,322.6810626
"302","1984-10-28",262.1477929,323.946536
"303","1984-10-29",266.3204412,325.2634259
"304","1984-10-30",267.5620107,325.4934875
"305","1984-10-31",266.9910157,325.2623604
"306","1984-11-01",265.2263508,324.6487081
"307","1984-11-02",262.4930096,323.6665675
"308","1984-11-03",259.0207768,322.3833961
"309","1984-11-04",255.1998263,321.5141583
"310","1984-11-05",252.952345,323.5407445
"311","1984-11-06",258.810976,324.9535551
"312","1984-11-07",262.2995331,325.9512291
"313","1984-11-08",263.9881649,326.4898014
"314","1984-11-09",263.8508442,326.6048575
"315","1984-11-10",262.1596468,326.3231751
"316","1984-11-11",263.3982145,327.4936448
"317","1984-11-12",264.9211742,328.205404
"318","1984-11-13",265.0061752,328.648077
"319","1984-11-14",264.1376073,328.7256405
"320","1984-11-15",262.224069,328.3931132
"321","1984-11-16",259.4540244,327.6363791
"322","1984-11-17",256.1767825,326.5035286
"323","1984-11-18",252.4626045,325.5026121
"324","1984-11-19",261.2460605,330.4778251
"325","1984-11-20",275.5301293,336.2038756
"326","1984-11-21",287.6035137,341.0630065
"327","1984-11-22",295.4807452,345.066717
"328","1984-11-23",298.9702387,348.0877657
"329","1984-11-24",300.4833706,350.2442017
"330","1984-11-25",301.3444891,351.6498863
"331","1984-11-26",301.6265579,352.2730267
"332","1984-11-27",301.390805,353.2333127
"333","1984-11-28",301.1101094,358.9089927
"334","1984-11-29",314.2581767,377.7209419
"335","1984-11-30",379.4230633,403.1595057
"336","1984-12-01",440.1084652,434.9369316
"337","1984-12-02",478.2810269,459.4789278
"338","1984-12-03",871.1277904,499.9992639
"339","1984-12-04",977.2296523,843.0046731
"340","1984-12-05",839.7135851,1122.6190603
"341","1984-12-06",900.6774428,1492.7498058
"342","1984-12-07",808.5350989,1494.2968712
"343","1984-12-08",707.0124186,1352.6364786
"344","1984-12-09",644.2168638,1203.9136353
"345","1984-12-10",650.5886308,1106.6819267
"346","1984-12-11",719.6625481,1076.20216
"347","1984-12-12",805.2200435,1068.0860138
"348","1984-12-13",851.6138462,1037.8157882
"349","1984-12-14",869.1424216,982.7751272
"350","1984-12-15",855.8301774,918.0588798
"351","1984-12-16",823.4836806,853.4794312
"352","1984-12-17",784.6357956,790.570307
"353","1984-12-18",742.9254129,728.3561422
"354","1984-12-19",714.3463175,683.8323783
"355","1984-12-20",669.2089541,631.7397213
"356","1984-12-21",661.5461484,638.6388034
"357","1984-12-22",690.5453396,706.9552804
"358","1984-12-23",726.1373863,747.3741685
"359","1984-12-24",730.5390093,737.9117735
"360","1984-12-25",702.5878887,695.006834
"361","1984-12-26",658.0339927,641.500639
"362","1984-12-27",612.6834221,591.1745739
"363","1984-12-28",568.9721297,545.4516965
"364","1984-12-29",527.8860114,507.2844561
"365","1984-12-30",499.2032033,495.0897082
"366","1984-12-31",511.522795,495.1487141
"367","1985-01-01",524.1557212,533.2677593
"368","1985-01-02",532.3034915,808.1719531
"369","1985-01-03",882.1900441,1806.5376163
"370","1985-01-04",1560.5023195,2963.618605
"371","1985-01-05",2411.9392752,3306.072784
"372","1985-01-06",2306.9824299,3023.910833
"373","1985-01-07",2034.5623094,2629.999582
"374","1985-01-08",1879.8450699,2306.9018559
"375","1985-01-09",1804.8913345,2080.9323652
"376","1985-01-10",1689.6010742,1918.4961702
"377","1985-01-11",1595.0701981,1785.566185
"378","1985-01-12",1498.6183127,1658.3678666
"379","1985-01-13",1396.2224425,1553.9887427
"380","1985-01-14",1315.4770738,1459.7756006
"381","1985-01-15",1272.7202644,1374.0306513
"382","1985-01-16",1273.7562066,1296.4950524
"383","1985-01-17",1289.2563934,1282.0793992
"384","1985-01-18",1211.6830712,1199.2117692
"385","1985-01-19",1157.5241395,1261.8001213
"386","1985-01-20",1228.5637628,1433.3648681
"387","1985-01-21",1353.3603973,1357.4809265
"388","1985-01-22",1290.2170982,1231.9575769
"389","1985-01-23",1185.3765523,1124.0001563
"390","1985-01-24",1096.7534638,1037.5532762
"391","1985-01-25",1036.737934,967.4970589
"392","1985-01-26",1028.510067,912.9680634
"393","1985-01-27",1068.0122072,860.6660002
"394","1985-01-28",1056.5455551,841.3880233
"395","1985-01-29",1062.5192489,825.0436287
"396","1985-01-30",1106.7051661,808.6942785
"397","1985-01-31",1217.7602846,1744.8701936
"398","1985-02-01",2646.4758342,4773.560309
"399","1985-02-02",9161.290222,8507.667146
"400","1985-02-03",12322.19357,7782.778384
"401","1985-02-04",9313.265684,5661.504942
"402","1985-02-05",6023.655106,4288.590529
"403","1985-02-06",4287.922422,3469.395477
"404","1985-02-07",3520.150484,2983.067632
"405","1985-02-08",3006.440102,2698.941993
"406","1985-02-09",2678.961031,2491.304918
"407","1985-02-10",2442.7515564,2350.7133028
"408","1985-02-11",2283.5483019,2256.0975876
"409","1985-02-12",3053.9649443,8910.9078438
"410","1985-02-13",5160.411684,13120.643461
"411","1985-02-14",6018.598435,9527.350191
"412","1985-02-15",4896.915512,6302.132339
"413","1985-02-16",4113.631421,4503.433441
"414","1985-02-17",3418.711872,3601.522461
"415","1985-02-18",3025.211876,3027.357078
"416","1985-02-19",3041.399773,2701.974642
"417","1985-02-20",3028.378571,2497.407784
"418","1985-02-21",2951.739362,2346.4676442
"419","1985-02-22",2814.860702,2219.1624071
"420","1985-02-23",2696.453747,2101.241806
"421","1985-02-24",2589.732719,1985.134209
"422","1985-02-25",2498.105383,1926.9248965
"423","1985-02-26",3138.15603,2231.3653712
"424","1985-02-27",3583.926696,2515.489807
"425","1985-02-28",3333.555389,2518.07083
"426","1985-03-01",3018.463402,2357.2762365
"427","1985-03-02",2735.168312,2147.3947678
"428","1985-03-03",2463.9862523,1952.9670716
"429","1985-03-04",2256.5583191,1792.838135
"430","1985-03-05",2094.7870181,1653.5805053
"431","1985-03-06",1966.851059,1536.6166343
"432","1985-03-07",1860.367943,1438.243824
"433","1985-03-08",1762.7897493,1348.3937531
"434","1985-03-09",1672.6630555,1262.286789
"435","1985-03-10",1592.2349544,1180.2803306
"436","1985-03-11",1506.5078776,1105.7651177
"437","1985-03-12",1431.891201,1035.0043868
"438","1985-03-13",1351.122326,961.905632
"439","1985-03-14",1276.2385942,895.1402932
"440","1985-03-15",1210.2184984,836.906868
"441","1985-03-16",1151.7405011,783.2376478
"442","1985-03-17",1092.4416467,732.1588021
"443","1985-03-18",1033.8818131,687.4011975
"444","1985-03-19",980.676571,647.8804627
"445","1985-03-20",929.790661,608.2593803
"446","1985-03-21",880.8256378,571.5403425
"447","1985-03-22",885.8114281,673.9247685
"448","1985-03-23",1048.5598829,913.8040008
"449","1985-03-24",1215.1424367,1159.4010963
"450","1985-03-25",1261.2132343,1259.3554649
"451","1985-03-26",1191.1753922,1220.5812303
"452","1985-03-27",1068.4087984,1143.853035
"453","1985-03-28",955.7318153,1056.4275095
"454","1985-03-29",885.8769531,1000.3826143
"455","1985-03-30",854.7683333,938.0132258
"456","1985-03-31",837.3942449,870.208534
"457","1985-04-01",781.8447171,800.1197681
"458","1985-04-02",733.9223442,734.8935431
"459","1985-04-03",691.6991864,675.0769385
"460","1985-04-04",650.7724459,620.7264995
"461","1985-04-05",607.9694595,573.8005884
"462","1985-04-06",567.4076576,540.7474477
"463","1985-04-07",533.6974525,509.1400968
"464","1985-04-08",511.7737808,497.4790113
"465","1985-04-09",500.0588625,493.8661004
"466","1985-04-10",494.3364907,491.3077679
"467","1985-04-11",492.1497344,487.9779854
"468","1985-04-12",488.8943348,483.4216097
"469","1985-04-13",484.6094322,477.8842087
"470","1985-04-14",479.3451596,472.0757026
"471","1985-04-15",473.4311119,465.6201499
"472","1985-04-16",467.317997,459.0085487
"473","1985-04-17",461.239372,452.3878231
"474","1985-04-18",454.3148347,444.7768059
"475","1985-04-19",446.6925298,436.7063617
"476","1985-04-20",438.4595319,428.1482239
"477","1985-04-21",429.8217907,419.2524718
"478","1985-04-22",420.9106865,410.0958443
"479","1985-04-23",411.739294,400.830122
"480","1985-04-24",402.425762,393.7892591
"481","1985-04-25",394.7955227,388.4908562
"482","1985-04-26",389.514532,383.0851909
"483","1985-04-27",384.1545925,377.5631416
"484","1985-04-28",378.6707632,372.0002326
"485","1985-04-29",373.1033258,366.4477159
"486","1985-04-30",367.6028079,360.8680916
"487","1985-05-01",362.0692386,355.3131666
"488","1985-05-02",356.4349021,350.5404777
"489","1985-05-03",355.757886,350.1512747
"490","1985-05-04",355.2241067,350.4150628
"491","1985-05-05",355.4079348,352.3648631
"492","1985-05-06",355.6256477,354.0631839
"493","1985-05-07",355.2790139,354.9181757
"494","1985-05-08",354.3203545,355.1876538
"495","1985-05-09",352.9020768,354.8973255
"496","1985-05-10",350.9915754,354.0293045
"497","1985-05-11",348.574746,352.6513146
"498","1985-05-12",345.7675895,350.9813251
"499","1985-05-13",342.938448,349.1333398
"500","1985-05-14",340.5267744,347.633481
"501","1985-05-15",338.5226251,346.5021498
"502","1985-05-16",336.4251326,345.3787775
"503","1985-05-17",335.5910683,346.5350019
"504","1985-05-18",336.1258452,348.3136646
"505","1985-05-19",337.0500622,349.7031526
"506","1985-05-20",336.9805365,350.4081963
"507","1985-05-21",336.16443,350.4423264
"508","1985-05-22",334.7501172,350.6468199
"509","1985-05-23",336.7637882,356.5668542
"510","1985-05-24",344.7124167,371.2671205
"511","1985-05-25",360.8743229,398.2334747
"512","1985-05-26",383.895338,444.1989022
"513","1985-05-27",419.9773407,496.6782647
"514","1985-05-28",452.3601341,922.2928219
"515","1985-05-29",472.4529534,1042.5662574
"516","1985-05-30",485.1494086,983.4533615
"517","1985-05-31",493.7745269,893.6458472
"518","1985-06-01",548.7200242,808.7578851
"519","1985-06-02",548.9078445,745.3130892
"520","1985-06-03",513.1588191,702.607361
"521","1985-06-04",495.4345627,664.7728653
"522","1985-06-05",525.2760337,857.2396527
"523","1985-06-06",836.2254487,971.6759757
"524","1985-06-07",740.2480715,895.9410133
"525","1985-06-08",623.8240394,804.346876
"526","1985-06-09",561.5036792,708.2057687
"527","1985-06-10",500.7429582,662.7443885
"528","1985-06-11",493.0647888,752.3546716
"529","1985-06-12",492.684925,808.3017502
"530","1985-06-13",494.2011794,749.4671153
"531","1985-06-14",496.3627549,666.5958174
"532","1985-06-15",495.0484676,599.1926727
"533","1985-06-16",493.0997793,591.7451153
"534","1985-06-17",490.9846956,536.4681931
"535","1985-06-18",488.6010686,501.2554418
"536","1985-06-19",485.6216547,493.2349412
"537","1985-06-20",481.8656768,490.0469512
"538","1985-06-21",477.0951862,485.7527008
"539","1985-06-22",471.1975516,480.3731517
"540","1985-06-23",464.1410178,474.0729924
"541","1985-06-24",456.1929928,466.8574619
"542","1985-06-25",447.5849247,458.848999
"543","1985-06-26",438.6146792,450.6546228
"544","1985-06-27",429.6441041,442.4354247
"545","1985-06-28",420.6133289,433.937729
"546","1985-06-29",412.6568947,426.0493757
"547","1985-06-30",404.4700394,418.8779794
"548","1985-07-01",396.5857791,412.1763457
"549","1985-07-02",391.3449019,404.2052402
"550","1985-07-03",386.6955222,396.3111458
"551","1985-07-04",381.5592034,390.662447
"552","1985-07-05",376.4081975,385.3102788
"553","1985-07-06",370.9292688,380.0802668
"554","1985-07-07",366.3258496,374.3240861
"555","1985-07-08",360.5131942,368.1904821
"556","1985-07-09",354.5997094,362.7636606
"557","1985-07-10",349.4555206,359.5115424
"558","1985-07-11",349.5058489,356.3285103
"559","1985-07-12",346.1077433,355.0141412
"560","1985-07-13",345.0612775,355.5998126
"561","1985-07-14",353.1961717,356.4743471
"562","1985-07-15",360.0485887,356.868231
"563","1985-07-16",363.9845562,356.908493
"564","1985-07-17",367.2482329,356.1514311
"565","1985-07-18",366.9442893,354.0625313
"566","1985-07-19",365.458823,351.4351921
"567","1985-07-20",362.9972535,348.2528466
"568","1985-07-21",360.5462475,345.1406458
"569","1985-07-22",356.7386102,341.3244429
"570","1985-07-23",353.9080764,337.5097637
"571","1985-07-24",349.847868,333.6104127
"572","1985-07-25",346.225605,334.4471446
"573","1985-07-26",349.9002972,335.1527584
"574","1985-07-27",350.6068622,335.7156057
"575","1985-07-28",351.5409756,336.9948266
"576","1985-07-29",355.3590938,337.9029551
"577","1985-07-30",357.1247532,338.0443813
"578","1985-07-31",357.7547321,337.853754
"579","1985-08-01",357.3565989,337.5300484
"580","1985-08-02",357.1976492,337.4180938
"581","1985-08-03",356.5558902,336.0696861
"582","1985-08-04",355.0593929,334.2593823
"583","1985-08-05",353.0030785,331.9612509
"584","1985-08-06",350.4410134,329.3901141
"585","1985-08-07",347.5237015,326.3297205
"586","1985-08-08",344.2200964,324.3737852
"587","1985-08-09",342.9404437,323.5266495
"588","1985-08-10",344.1554958,321.476653
"589","1985-08-11",342.641093,318.8660992
"590","1985-08-12",340.1481419,315.7920102
"591","1985-08-13",336.9882926,312.2784403
"592","1985-08-14",333.3289051,308.5557058
"593","1985-08-15",329.342188,304.6440876
"594","1985-08-16",325.1045638,300.9734038
"595","1985-08-17",320.8167428,298.648448
"596","1985-08-18",319.5209692,313.8693379
"597","1985-08-19",2894.5414227,390.3217726
"598","1985-08-20",10371.342164,1593.2902799
"599","1985-08-21",7983.155425,3289.055635
"600","1985-08-22",6457.063291,3303.34974
"601","1985-08-23",5415.241714,2644.4444589
"602","1985-08-24",3818.242155,1976.7689821
"603","1985-08-25",2476.5947112,1703.4336549
"604","1985-08-26",1759.8873291,1985.8896257
"605","1985-08-27",1963.545334,2122.9143907
"606","1985-08-28",2572.5442707,1902.083458
"607","1985-08-29",2501.4963309,1621.2867011
"608","1985-08-30",1979.3540189,1432.1909712
"609","1985-08-31",1543.743229,1277.6776316
"610","1985-09-01",1217.1336785,1158.9775772
"611","1985-09-02",1010.9442367,1062.3585547
"612","1985-09-03",878.5036318,980.0197221
"613","1985-09-04",781.4412002,912.0740473
"614","1985-09-05",716.0464018,849.3333397
"615","1985-09-06",670.7841034,791.2935503
"616","1985-09-07",633.7869166,738.6581786
"617","1985-09-08",598.3809815,691.1346799
"618","1985-09-09",564.074606,650.9949549
"619","1985-09-10",531.2693865,617.1044045
"620","1985-09-11",505.5562878,587.1974069
"621","1985-09-12",495.0128764,561.900593
"622","1985-09-13",493.5465223,537.6845495
"623","1985-09-14",491.4703428,510.6744288
"624","1985-09-15",488.728075,496.1019763
"625","1985-09-16",485.3190747,493.6223792
"626","1985-09-17",481.2751676,490.8551691
