"FIPS_NHL","FIPS","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Total"
"H24021","24021","2.48709741011132","3.17937191815695","2.36582919149347","2.42426808279101","2.48017496573675","2.71332514995584","2.73952866096759","2.71023202241228","3.31389170866676","2.50201786566982","2.39320543015998","0.918322027932761","2.51893870283788"
"H24023","24023","2.42069872386188","3.18266688278001","2.28383191537878","2.3425500436057","2.41400931699183","2.61675649667135","2.60870007317495","2.50165546724271","3.2030527606684","2.52942028220087","2.31755501404173","0.880523114819519","2.44178500761981"
"H42013","42013","2.64925108264534","3.6331818669991","2.43833293055461","2.44015383232677","2.46747552864232","2.77964735972013","2.96942737093528","2.64161071507897","3.32063813053387","2.45198152759122","2.147920661407","1.26245386164839","2.60017290567358"
"H42027","42027","2.7600315988518","3.67216683307986","2.60592772858354","2.46516777004864","2.52669622174259","2.84081171655067","2.93083525820884","2.80982592277061","3.4903789703726","2.5181048581607","2.29109256132987","1.44701673114269","2.69650468090353"
"H42043","42043","2.65528218307939","3.44709304256856","2.39409971407329","2.54885831834124","2.53567963720669","2.79934113170401","2.97428505534255","2.93051664035416","3.48759713490256","2.53505854374077","2.31072585558722","1.30133177957494","2.65998908637295"
"H42079","42079","2.82449780590246","3.52835533096278","2.79514393602691","2.50171729436442","2.51594898396961","2.82594289808307","2.93325752960416","2.8992637874337","3.54706612115912","2.57104068469952","2.39092808417969","1.6206762350365","2.74615322428516"
"H42113","42113","2.83441318358496","3.57872495631506","2.82953702569372","2.49037434495577","2.52112669018128","2.83670188532852","2.95536212865633","2.89928338122376","3.56748970448125","2.58137659806276","2.39102083713776","1.65103529309984","2.76137050239342"
"H42115","42115","2.96920331168268","3.50312147187369","2.97114303993259","2.47716252218884","2.47017370619891","2.87781980552414","2.8653162335013","2.87845609579297","3.49204957807114","2.5307366714549","2.41101862287946","1.723456695661","2.76413814623013"
"H42117","42117","2.93809467348781","3.84903571210981","2.95150671904226","2.32324715962026","2.53870442645917","2.88271069492991","2.88016498253545","2.77318182903595","3.53282725925682","2.50781178145979","2.31861018994589","1.68392589336254","2.7649851101038"
"H42119","42119","2.76949664973418","3.65381147161561","2.63484764976004","2.46679619213015","2.52865453351747","2.83925908526224","2.935366720241","2.82914837249496","3.50314360126049","2.52713362164662","2.30583841437118","1.47374901489745","2.70560377724428"
"H42131","42131","2.85429543668774","3.54380207822538","2.85376672657852","2.49470741115089","2.50922838268163","2.83269682867652","2.92213683124932","2.88933291141171","3.54790523180029","2.57366661877704","2.40006660609604","1.65792946143698","2.75662787706434"
"H51003","51003","2.25655229827959","2.6496157717935","2.13452796707502","2.32244809274418","2.46862369407844","2.55692091185453","2.44730959469847","2.48144952952703","3.01185232397551","2.65689594536023","2.49665697095384","0.548820240031271","2.3359727783643"
"H51009","51009","2.1977176647708","2.52204357407972","2.10389595587622","2.28336192084774","2.50850421903007","2.55545148735678","2.39396137542816","2.44086963114443","2.99913911123324","2.6773544265846","2.49086483064484","0.473986159359879","2.30392919636304"
"H51015","51015","2.22863111241654","2.60145516505887","2.11892091933659","2.30435615390349","2.48386328145778","2.55218761991667","2.421081403667","2.45991753303721","3.00796799640495","2.66028216669941","2.4910418457156","0.52070274922391","2.32086732890317"
"H51023","51023","2.16362224578344","2.4574627029191","2.09309965822282","2.25371617314343","2.53478422565484","2.58840379972046","2.38166554052741","2.43141145143338","3.01558241628266","2.69106689156036","2.48527495384895","0.414389895195505","2.29253999619103"
"H51045","51045","2.14249070810784","2.53219051074225","2.1363663573327","2.28034379403211","2.52405100559071","2.60670879881513","2.42328471961454","2.46868687157212","3.06543213494071","2.65597553325092","2.48164827975669","0.432384492048381","2.31246360048367"
"H51079","51079","2.28406801070436","2.7138783049201","2.15015080051338","2.33312084115362","2.45425276002354","2.5760948023315","2.48350344633949","2.50778234678964","3.02963260268152","2.65036563927994","2.49762397829754","0.571788082434634","2.35435513462244"
"H51113","51113","2.28859724664544","2.76843587982161","2.16887225683735","2.33694206949681","2.45047869111626","2.58930829172461","2.51798014912249","2.53046959183607","3.05256199578946","2.63200037734627","2.48880923861587","0.600365329711396","2.36873509317197"
"H51125","51125","2.21750502958922","2.56412219967091","2.11645384686749","2.30227037085226","2.49224070532325","2.54686705024757","2.41051100040715","2.45504100144015","2.99719428567113","2.66863438262031","2.4954222579821","0.507600955051108","2.31448859047689"
"H51139","51139","2.30548421821665","2.79704205659312","2.17567217409763","2.34081629951771","2.4509382877316","2.5967412325558","2.52548987519245","2.5313911433908","3.06186796035048","2.62728648085919","2.47886869753603","0.618190788213125","2.37581576785455"
"H51157","51157","2.30487999299737","2.84698428754304","2.20765676234209","2.34900266200261","2.45858542687487","2.60437080079187","2.56257201889549","2.55567797090676","3.08753960847457","2.60034533101296","2.46126910784041","0.667429172981674","2.39219276188864"
"H51165","51165","2.28752526710727","2.76941064110742","2.14388768671355","2.32293832189677","2.44860735949237","2.57536642642058","2.47769973486777","2.48920183154812","3.0525666862376","2.62639901477459","2.47141792372023","0.594629871050424","2.35497089707806"
"H54023","54023","2.40382313336792","3.1373057275658","2.26319693005234","2.34061475504002","2.4211766050601","2.6138440202727","2.59268885290392","2.50029132631236","3.18582802160642","2.5362871526391","2.33442237882564","0.847159661780454","2.4313865471189"
"H54031","54031","2.39712544894001","3.05310158927603","2.24525078339034","2.35771256668109","2.44880390673441","2.62853678161471","2.5912635650639","2.52579832917066","3.14766799526982","2.55912534509357","2.37239816304626","0.799936733938014","2.42722676735157"
