"FIPS_NHL","FIPS","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Total"
"H24021","24021","3.0915057647608","3.45070665108506","3.43239702503747","3.24156806838128","2.5103546867386","2.60664566293408","3.68552576782685","4.53896271530348","4.148263966261","2.93305178987701","2.86094003109951","4.08281096321988","3.38189442437709"
"H24023","24023","2.65787345640729","3.36753874646436","3.56792237215993","3.24281170719154","2.41129600891639","2.6642603131429","3.64257044668892","4.8172933929597","4.39960538419539","2.91316135896225","2.76688253285906","3.85313819334262","3.35869615944086"
"H42013","42013","3.16579299837181","3.46835190610524","3.4650866186576","3.38726357791139","2.37801181612101","2.71572056886377","3.63771334127822","4.69604091294078","4.41996385673451","2.83970353222887","2.88575111925473","4.16677694624564","3.43551476622613"
"H42027","42027","3.55123163818585","3.69140160421172","3.39847905314454","3.43642709138974","2.41929489763024","2.78042666340362","3.64678568809484","4.5102767724017","4.21004432701922","2.78852466229919","2.9332340904659","4.4568137045045","3.48524501606259"
"H42043","42043","3.53025509725004","3.60521197801425","3.29712951031212","3.39943208909796","2.46760577028244","2.70032864467374","3.62705162111572","4.46961582972853","4.09929086970559","2.80320978162774","2.9379792904448","4.36590473797767","3.44191793501922"
"H42079","42079","3.86083838428435","3.68403312841764","3.33341891356678","3.55539138817368","2.4089049651784","2.8208624058711","3.61202964399373","4.29623010677052","4.05342991126182","2.77984581509565","2.96934927937156","4.67063593554537","3.50374748979422"
"H42113","42113","3.85861276364862","3.70826241893275","3.35056964105727","3.56615712657806","2.39421265408415","2.81068881561347","3.62293329749789","4.32493030779452","4.07873307771881","2.76911895560551","2.95396279964415","4.68072462943817","3.50990887396778"
"H42115","42115","4.22071128592367","3.73906447303039","3.29730013808938","3.53944154367625","2.43311360992166","2.95569500302725","3.6144301854838","4.15411724209036","3.98596096184238","2.77535225129291","3.01379053874301","4.86663025820305","3.54963395761034"
"H42117","42117","3.76087645826839","3.8361859169463","3.50873886817785","3.46792656627879","2.34408681133427","2.86361643583954","3.63534106929414","4.44487050963498","4.22163455402395","2.76277341226165","2.93705154985786","4.66203416974489","3.53709469347188"
"H42119","42119","3.59482843037674","3.69441677512466","3.39219348337798","3.45144236665038","2.41433802814515","2.78040911766081","3.64162293991935","4.48309506199604","4.18689752483114","2.78437507139393","2.93534510639055","4.48644613430666","3.48711750334778"
