"FIPS_NHL","FIPS","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Total"
"H24021","24021","0.415410200951599","0.414696054849586","1.77220646227368","1.43577788802014","0.91807587443834","1.07608162657336","1.10756744269505","0.772418445235047","1.30479540514809","0.99634885274372","1.04607952412661","1.16686587297358","1.03552697083573"
"H24023","24023","0.321887598014935","0.319248480657522","1.78507442386275","1.50641017728217","1.01408256626771","1.1169218463367","1.13074970860995","0.836271187890901","1.33207024071913","0.926131984126082","1.0923824115738","1.25831179043211","1.05329520131448"
"H42013","42013","0.449326273781384","0.336297998039066","1.90711259500624","1.53733237795679","0.982318416630577","1.15443323274956","1.21646908525292","0.817462882437653","1.36567045248343","1.00784762612088","1.14736587952423","1.31471926369739","1.10302967364001"
"H42027","42027","0.575611734066617","0.468188979768717","1.88566391348975","1.43735368887697","1.01279659967407","1.13284880559279","1.20911491165639","0.757352289514369","1.35456711952046","1.02311191206729","1.16510108006645","1.38679821179828","1.11737577050768"
"H42043","42043","0.52282122435093","0.387734843192712","1.7911582455472","1.35992059641108","1.02835894126081","1.08684333883501","1.16216373085609","0.779811740246547","1.34516249779176","1.03604988636326","1.13575663482334","1.27406767143883","1.0758207792598"
"H42079","42079","0.622914289875803","0.466611913543216","1.86648911966247","1.32882967901055","1.02944152811295","1.0324868339137","1.21172901706822","0.740551530350821","1.35380292083874","1.01706165180304","1.15909714173594","1.39021758760891","1.1016027677937"
"H42113","42113","0.630311528544945","0.485001456079956","1.87423851994344","1.33748211337019","1.03945772633545","1.059635329582","1.22518765212562","0.742214033365059","1.35695905626431","1.02471712100731","1.1707113324076","1.41535450334448","1.11343919769753"
"H42115","42115","0.641451154242224","0.467090874654252","1.90411077999079","1.31871751636056","1.01383031705472","0.986353949185993","1.19267062582245","0.729512005851284","1.35039131209462","0.991156225805717","1.15417526541293","1.35674835712279","1.09218403196653"
"H42117","42117","0.640349114229611","0.576952060199766","2.03092098944123","1.48290727096722","1.03292853806065","1.12806066211746","1.25038415461126","0.7928740779519","1.35177212134216","0.998138090271535","1.21035394673915","1.50799549223776","1.16696970984747"
"H42119","42119","0.581753963826359","0.470781304797613","1.88621290070998","1.42277394710629","1.01966788756426","1.12105641833827","1.21063372419346","0.760702218797601","1.35436474545904","1.02337906358477","1.16696539831265","1.38981453274602","1.11734217545303"
"H42131","42131","0.633553500033853","0.474805999615842","1.87805124750948","1.32657521919851","1.02598593454089","1.02352669103763","1.2168985194854","0.734301953746801","1.35595151209015","1.01380614190618","1.159148138688","1.40342332716629","1.10383568208492"
"H51003","51003","0.303349466757318","0.257936551193024","1.70931017290781","1.45516220867631","1.0194351547541","1.04657344900731","1.08485162371175","0.897984615992257","1.33404752545041","0.906076993917766","0.987316213212573","1.16940543529678","1.01428745090645"
"H51009","51009","0.315712193760441","0.233081085579296","1.65628522678995","1.42769578887352","1.00163484942415","1.03473202887593","1.08191432458734","0.91902465580338","1.31532664979711","0.885751864338349","0.978260298026448","1.13924258172198","0.999055128964823"
"H51015","51015","0.307922004561888","0.253398911430052","1.68746722060674","1.44231673481029","1.01313857919819","1.04285989171414","1.08343246180778","0.909042902696303","1.32270565652649","0.892349661794475","0.982610466173537","1.15769736251652","1.00791182115304"
"H51023","51023","0.324217595622746","0.20081190217743","1.61955969972742","1.41875931991511","0.980681090208019","1.0332558621215","1.08767524171654","0.938774818127612","1.30929586141995","0.889162093754342","0.966397303834574","1.13417990868573","0.991897558109248"
"H51045","51045","0.26580446936419","0.192548741866061","1.62924096726725","1.42212516607569","0.963582920992437","1.03857017204484","1.0778910641083","0.980654805430003","1.28990522100841","0.872667850038482","0.905423252248045","1.141446054091","0.981655057044557"
"H51079","51079","0.305747906673973","0.262857913284841","1.72949357477143","1.4717732616515","1.02409422044249","1.05522502799302","1.0921686360544","0.885351743588011","1.34661844882088","0.928196895988442","0.992157100933488","1.19211644176606","1.02381676433071"
"H51113","51113","0.316066466654715","0.27030474546635","1.73541374135933","1.47574993310926","1.01757103814081","1.06080738550657","1.09745572019725","0.872130102246551","1.34244516505359","0.944400879614076","0.993014964567791","1.20804211697074","1.02778352157392"
"H51125","51125","0.307388033300115","0.243438474735544","1.67679690085649","1.43529902760719","1.00866780082526","1.03616397791071","1.07927849801793","0.910815112301606","1.32002653941294","0.888751263115232","0.980431665107228","1.14509815270984","1.00267962049167"
"H51139","51139","0.321210366464492","0.276377070747141","1.74266765113746","1.47833604170171","1.01555125622061","1.06633983543452","1.10222321662457","0.872460526358577","1.34257190655708","0.947322838049775","1.00036083947882","1.21231669984375","1.03147818738488"
"H51157","51157","0.338807160091005","0.286061356723135","1.74018563246387","1.46925180892513","0.994791166280603","1.06671692414294","1.1037341380524","0.85603707240994","1.32448585951872","0.959414236436583","1.00283451553667","1.21297177995879","1.02960763754498"
"H51165","51165","0.309849481822651","0.289317292663115","1.73617090710161","1.47290111885986","1.02839186975567","1.06897682146818","1.09974485559953","0.894337828090393","1.33632970105002","0.913540170615249","0.997480963936874","1.20689769459687","1.02949489213"
