"","lri.dat11.date","lri.dat11.flow.unit","lri.dat15.flow.unit","lri.dat14.flow.unit","lri.dat16.flow.unit"
"1",1991-01-01,3.544366927,3.380279548,3.562348329,3.38027952
"2",1991-01-02,2.420427322,2.348697948,2.428058867,2.34947144
"3",1991-01-03,1.936285743,1.898932656,1.935626517,1.90098144
"4",1991-01-04,1.705510098,1.684776091,1.704541964,1.68885618
"5",1991-01-05,1.578724002,1.565723748,1.577617921,1.56872303
"6",1991-01-06,1.505999183,1.496010311,1.504325241,1.49757598
"7",1991-01-07,2.520427574,2.510421988,2.571567609,3.09996452
"8",1991-01-08,2.957696684,2.613384636,2.993131255,3.17920379
"9",1991-01-09,2.164818075,2.01261281,2.201565822,2.30873798
"10",1991-01-10,1.834426086,1.754183318,1.855631323,1.91431645
"11",1991-01-11,5.701941975,7.484072359,9.380756434,13.67742203
"12",1991-01-12,9.721815692,9.029804645,11.550731918,12.97350223
"13",1991-01-13,5.880918741,4.97038673,6.117149334,6.6565123
"14",1991-01-14,3.651283678,3.19154555,3.716477724,3.97717847
"15",1991-01-15,2.664521747,2.406052817,2.664266563,2.80337755
"16",1991-01-16,4.490694638,3.816458896,4.426170649,5.62036283
"17",1991-01-17,4.158131428,3.29423392,4.003545512,4.38787672
"18",1991-01-18,2.889046858,2.441883101,2.777892394,2.97174505
"19",1991-01-19,2.316584202,2.04841262,2.223942789,2.33475698
"20",1991-01-20,2.364975413,2.118011673,2.24112049,2.45805178
"21",1991-01-21,2.271962217,1.995571582,2.150203199,2.27735816
"22",1991-01-22,2.019720443,1.814619,1.922232867,2.00801231
"23",1991-01-23,1.870420253,1.702663452,1.783075934,1.85095593
"24",1991-01-24,1.776843727,1.627312931,1.695157042,1.75423556
"25",1991-01-25,1.704810065,1.565826893,1.627164551,1.68150189
"26",1991-01-26,1.649104812,1.516542183,1.574481031,1.62617483
"27",1991-01-27,1.596157916,1.468868383,1.524366597,1.57404793
"28",1991-01-28,1.546223134,1.423431259,1.477075286,1.52510471
"29",1991-01-29,1.498272879,1.379829839,1.431602934,1.47799164
