"","lri.dat11.date","lri.dat11.flow.unit","lri.dat15.flow.unit","lri.dat14.flow.unit","lri.dat16.flow.unit"
"1",1991-01-01,0.960596817,0.989114582,0.98911458,0.98911458
"2",1991-01-02,0.880066049,0.905558558,0.90555856,0.90555856
"3",1991-01-03,0.814730447,0.837961548,0.83796341,0.8379648
"4",1991-01-04,0.758189557,0.779482674,0.77950963,0.77953737
"5",1991-01-05,0.705112304,0.724635252,0.72467047,0.72471641
"6",1991-01-06,0.660218361,0.678262919,0.67829052,0.67833127
"7",1991-01-07,1.507312966,1.468811703,1.6057,1.72763275
"8",1991-01-08,1.27356691,1.29324485,1.40697298,1.49472977
"9",1991-01-09,1.375794921,1.375543758,1.56987534,1.67938733
"10",1991-01-10,1.012095973,1.02577087,1.17472622,1.23469764
"11",1991-01-11,3.539279244,3.221149737,3.94338932,4.62131741
"12",1991-01-12,3.467054784,3.188765159,3.8324596,4.54592124
"13",1991-01-13,2.124619448,2.030164103,2.27502745,2.56809727
"14",1991-01-14,1.786544226,1.72181979,1.89714917,2.08957398
"15",1991-01-15,1.578462977,1.528343121,1.66796939,1.81192588
"16",1991-01-16,2.238304014,2.067176192,2.42131139,2.83683909
"17",1991-01-17,1.677194071,1.598577617,1.78050222,2.05863497
"18",1991-01-18,1.491452124,1.426947932,1.57651336,1.76799607
"19",1991-01-19,1.359623695,1.302567855,1.43400159,1.58425179
"20",1991-01-20,1.503122564,1.426883171,1.60163208,1.80547883
"21",1991-01-21,1.317092355,1.257853433,1.39803174,1.56189501
"22",1991-01-22,1.208495967,1.152939709,1.27932739,1.42108637
"23",1991-01-23,1.119741511,1.067008864,1.18383652,1.31318207
"24",1991-01-24,1.042618211,0.992203654,1.10159379,1.22285398
"25",1991-01-25,0.969961355,0.921982542,1.0244412,1.13932869
"26",1991-01-26,0.908942905,0.862977756,0.95971435,1.06933426
"27",1991-01-27,0.849759074,0.8057911,0.89699537,1.00136215
"28",1991-01-28,0.794459523,0.752478438,0.83837832,0.93781039
"29",1991-01-29,0.742542205,0.702610507,0.7833725,0.87793941
"30",1991-01-30,0.693766723,0.655921481,0.73172958,0.82138785
"31",1991-01-31,0.647958184,0.612201871,0.68326213,0.76806502
"32",1991-02-01,0.605093614,0.571352859,0.63793981,0.71813508
"33",1991-02-02,0.564992128,0.533189028,0.59554649,0.67131258
"34",1991-02-03,0.527455888,0.497524904,0.55587473,0.62732261
"35",1991-02-04,0.492308727,0.464192472,0.51874417,0.58598807
