"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.0036,2.81e-05,3.12e-05,0.00517,0,0.000799
"2","Jan",0.00103,0,2.41e-06,0.00584,0,0.000942
"3","Feb",0.00122,0,3.08e-06,0.005,0,0.000898
"4","Mar",0.00179,0,5.56e-06,0.00709,0,0.00104
"5","Apr",0.00284,0.000881,1.17e-05,0.00436,0,0.000605
"6","May",0.00458,0.00218,2.88e-05,0.00472,0,0.000475
"7","Jun",0.00685,0.00374,5.8e-05,0.0047,0,0.000595
"8","Jul",0.00786,0.00406,7.79e-05,0.00638,0,0.000832
"9","Aug",0.00644,0.00231,5.65e-05,0.00498,0,0.00107
"10","Sep",0.00496,0.000497,3.94e-05,0.0058,0,0.000969
"11","Oct",0.00276,0,1.38e-05,0.00425,0,0.000894
"12","Nov",0.00163,0,6.05e-06,0.00392,0,0.00048
"13","Dec",0.00104,0,2.6e-06,0.0049,0,0.000764
