"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00334,6.76e-06,2.74e-05,0.00551,0,0.000748
"2","Jan",0.000939,0,2.25e-06,0.00672,0,0.00113
"3","Feb",0.00112,0,2.86e-06,0.00486,0,0.000534
"4","Mar",0.00183,3.21e-05,6.17e-06,0.00669,0,0.000643
"5","Apr",0.00294,0.000856,1.35e-05,0.00519,0,0.000698
"6","May",0.00461,0.00217,2.95e-05,0.00524,0,0.000493
"7","Jun",0.00673,0.0035,5.7e-05,0.00668,0,0.00102
"8","Jul",0.0069,0.00336,5.96e-05,0.00544,0,0.000644
"9","Aug",0.00615,0.00199,5.18e-05,0.00426,0,0.00043
"10","Sep",0.00418,0.000224,2.86e-05,0.00737,0,0.0015
"11","Oct",0.00232,0,1.02e-05,0.00323,0,0.00044
"12","Nov",0.00136,0,4.63e-06,0.00582,0,0.000941
"13","Dec",0.000849,0,1.91e-06,0.00472,0,0.000511
