"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00301,1.6e-06,2.19e-05,0.00491,0,0.000481
"2","Jan",0.000852,0,1.84e-06,0.00579,0,0.000727
"3","Feb",0.00101,0,2.36e-06,0.00431,0,0.000269
"4","Mar",0.00166,2e-05,5.2e-06,0.00626,0,0.000455
"5","Apr",0.00272,0.000767,1.19e-05,0.00469,0,5e-04
"6","May",0.00422,0.00193,2.45e-05,0.00552,0,0.000458
"7","Jun",0.00592,0.00312,4.43e-05,0.00549,0,0.000565
"8","Jul",0.00616,0.00292,4.66e-05,0.00528,0,0.000511
"9","Aug",0.00556,0.0019,4.19e-05,0.00446,0,0.000516
"10","Sep",0.00374,0.000205,2.27e-05,0.00543,0,0.000729
"11","Oct",0.00213,0,8.65e-06,0.00243,0,0.000179
"12","Nov",0.00123,0,3.84e-06,0.00483,0,0.000454
"13","Dec",0.00079,0,1.68e-06,0.00441,0,0.000387
