"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00319,1.22e-05,2.53e-05,0.00442,0,0.000317
"2","Jan",0.000842,0,1.84e-06,0.00432,0,0.00025
"3","Feb",0.001,0,2.35e-06,0.00417,0,0.000251
"4","Mar",0.00169,2.61e-05,5.37e-06,0.006,0,0.000369
"5","Apr",0.00282,0.000814,1.28e-05,0.00436,0,0.000286
"6","May",0.00447,0.00211,2.79e-05,0.00512,0,0.00038
"7","Jun",0.00659,0.00361,5.33e-05,0.00483,0,0.00039
"8","Jul",0.00665,0.0033,5.47e-05,0.00505,0,0.000381
"9","Aug",0.0059,0.00212,4.69e-05,0.00445,0,0.000353
"10","Sep",0.00398,0.000243,2.59e-05,0.00465,0,0.000488
"11","Oct",0.00222,0,9.42e-06,0.00229,0,0.000131
"12","Nov",0.00123,0,3.94e-06,0.00419,0,0.000309
"13","Dec",0.000781,0,1.63e-06,0.00365,0,0.000205
