"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00294,1.78e-05,2.14e-05,0.0052,0,0.000375
"2","Jan",0.000789,0,1.63e-06,0.00512,0,0.000274
"3","Feb",0.00092,0,1.97e-06,0.00532,0,0.000332
"4","Mar",0.00154,2.37e-05,4.58e-06,0.00673,0,0.000387
"5","Apr",0.00261,0.000743,1.1e-05,0.00577,0,0.000409
"6","May",0.00418,0.00196,2.43e-05,0.00602,0,0.000482
"7","Jun",0.0061,0.0033,4.57e-05,0.00531,0,0.000429
"8","Jul",0.0061,0.00322,4.59e-05,0.00611,0,0.00059
"9","Aug",0.00539,0.00196,3.88e-05,0.00513,0,0.000463
"10","Sep",0.00365,0.000212,2.16e-05,0.00461,0,0.000413
"11","Oct",0.00206,0,8.12e-06,0.00285,0,0.000144
"12","Nov",0.00112,0,3.26e-06,0.00499,0,0.000325
"13","Dec",0.000722,0,1.4e-06,0.00451,0,0.000242
