"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00337,2.68e-06,2.78e-05,0.00546,0,0.000684
"2","Jan",0.000958,0,2.33e-06,0.00688,0,0.000943
"3","Feb",0.00114,0,2.99e-06,0.00488,0,0.000392
"4","Mar",0.00186,3.03e-05,6.41e-06,0.00663,0,0.000588
"5","Apr",0.00299,0.000873,1.4e-05,0.00559,0,0.000791
"6","May",0.00469,0.00219,3.04e-05,0.00513,0,0.000485
"7","Jun",0.00657,0.0033,5.55e-05,0.00644,0,0.000911
"8","Jul",0.00701,0.00334,6.15e-05,0.00521,0,0.000698
"9","Aug",0.00624,0.00202,5.36e-05,0.00398,0,0.000431
"10","Sep",0.00422,0.000225,2.9e-05,0.00725,0,0.00131
"11","Oct",0.00236,0,1.05e-05,0.00298,0,0.000332
"12","Nov",0.00139,0,4.79e-06,0.00568,0,0.000824
"13","Dec",0.000873,0,2.02e-06,0.00488,0,0.000501
