"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.0039,2.35e-05,3.82e-05,0.00522,0,0.00068
"2","Jan",0.00108,0,2.95e-06,0.00598,0,0.000697
"3","Feb",0.00132,0,3.98e-06,0.00445,0,0.000426
"4","Mar",0.00209,0,8.02e-06,0.0068,0,0.000904
"5","Apr",0.00341,0.000977,1.8e-05,0.00464,0,0.000561
"6","May",0.00528,0.00238,4e-05,0.00476,0,0.000509
"7","Jun",0.00789,0.00412,8.04e-05,0.00483,0,0.00061
"8","Jul",0.00847,0.00403,9.29e-05,0.00661,0,0.000921
"9","Aug",0.0068,0.00224,6.49e-05,0.00488,0,0.000614
"10","Sep",0.005,0.000403,4.15e-05,0.0071,0,0.00105
"11","Oct",0.00268,0,1.35e-05,0.00417,0,0.000637
"12","Nov",0.00161,0,6.23e-06,0.00397,0,0.000692
"13","Dec",0.000994,0,2.57e-06,0.00439,0,0.000519
