"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00342,0,2.81e-05,0.0057,0,0.000699
"2","Jan",0.000984,0,2.43e-06,0.00701,0,0.000825
"3","Feb",0.00117,0,3.15e-06,0.00517,0,0.000388
"4","Mar",0.00192,2.21e-05,6.81e-06,0.00665,0,0.000563
"5","Apr",0.00308,0.000886,1.5e-05,0.00604,0,0.000923
"6","May",0.00484,0.00219,3.23e-05,0.00534,0,0.000491
"7","Jun",0.00622,0.00304,4.95e-05,0.00707,0,0.00103
"8","Jul",0.00716,0.00336,6.37e-05,0.00617,0,0.000815
"9","Aug",0.00641,0.00197,5.65e-05,0.00462,0,0.000661
"10","Sep",0.00429,0.000197,2.99e-05,0.00723,0,0.00129
"11","Oct",0.00243,0,1.1e-05,0.00282,0,0.000236
"12","Nov",0.00145,0,5.09e-06,0.00548,0,0.00073
"13","Dec",0.000919,0,2.21e-06,0.00488,0,0.000439
