"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00347,2.05e-05,3.07e-05,0.00582,0,0.000817
"2","Jan",0.000898,0,2.09e-06,0.00605,0,0.000722
"3","Feb",0.00109,0,2.71e-06,0.0046,0,0.000664
"4","Mar",0.00182,2.46e-06,6.2e-06,0.00683,0,0.000734
"5","Apr",0.00299,0.000864,1.41e-05,0.00518,0,0.000575
"6","May",0.00489,0.00232,3.41e-05,0.00527,0,0.00055
"7","Jun",0.00713,0.0039,6.36e-05,0.0073,0,0.00107
"8","Jul",0.00743,0.00357,7.1e-05,0.00602,0,0.00063
"9","Aug",0.00635,0.00222,5.52e-05,0.0049,0,0.000766
"10","Sep",0.0044,0.00028,3.27e-05,0.00858,0,0.00165
"11","Oct",0.00239,0,1.1e-05,0.00365,0,0.000555
"12","Nov",0.00133,0,4.55e-06,0.00642,0,0.00131
"13","Dec",0.000844,0,1.89e-06,0.00503,0,0.000591
