"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00319,1.47e-05,2.54e-05,0.00517,0,0.000527
"2","Jan",0.000869,0,1.95e-06,0.00565,0,0.000619
"3","Feb",0.00103,0,2.45e-06,0.00423,0,0.000412
"4","Mar",0.0017,2.3e-05,5.39e-06,0.0063,0,0.000522
"5","Apr",0.00279,0.000814,1.24e-05,0.00444,0,0.000404
"6","May",0.00445,0.00207,2.78e-05,0.00507,0,0.000401
"7","Jun",0.00659,0.00356,5.41e-05,0.00623,0,0.000711
"8","Jul",0.00662,0.00326,5.49e-05,0.00615,0,0.00055
"9","Aug",0.00587,0.00196,4.69e-05,0.00489,0,0.000529
"10","Sep",0.004,0.000232,2.66e-05,0.00663,0,0.000891
"11","Oct",0.00221,0,9.38e-06,0.00286,0,0.000295
"12","Nov",0.00126,0,4.04e-06,0.0052,0,0.000616
"13","Dec",0.00079,0,1.65e-06,0.00436,0,0.000372
