"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00325,1.4e-05,2.65e-05,0.00608,0,0.000956
"2","Jan",0.000864,0,1.94e-06,0.00686,0,0.00114
"3","Feb",0.00104,0,2.46e-06,0.0048,0,0.000694
"4","Mar",0.00172,9e-06,5.53e-06,0.007,0,0.000798
"5","Apr",0.00281,0.000819,1.26e-05,0.00538,0,0.00065
"6","May",0.00456,0.00215,2.96e-05,0.00538,0,0.000678
"7","Jun",0.00666,0.00363,5.54e-05,0.00726,0,0.00122
"8","Jul",0.00685,0.00334,5.99e-05,0.00636,0,0.000786
"9","Aug",0.00592,0.0021,4.77e-05,0.00501,0,0.00087
"10","Sep",0.0041,0.000254,2.82e-05,0.0089,0,0.00201
"11","Oct",0.00224,0,9.7e-06,0.00387,0,0.000613
"12","Nov",0.00126,0,4.1e-06,0.00676,0,0.00134
"13","Dec",0.000799,0,1.7e-06,0.00536,0,0.000663
