"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00386,2.4e-05,3.74e-05,0.00517,0,0.000736
"2","Jan",0.00106,0,2.81e-06,0.00575,0,0.000698
"3","Feb",0.0013,0,3.82e-06,0.00471,0,0.000529
"4","Mar",0.00205,0,7.74e-06,0.00682,0,0.000961
"5","Apr",0.00336,0.000963,1.76e-05,0.00461,0,0.000658
"6","May",0.00523,0.00237,3.92e-05,0.00462,0,5e-04
"7","Jun",0.00781,0.00413,7.82e-05,0.00504,0,0.000807
"8","Jul",0.00842,0.00404,9.16e-05,0.00658,0,0.000947
"9","Aug",0.00674,0.00224,6.34e-05,0.00467,0,0.000698
"10","Sep",0.00495,0.000404,4.08e-05,0.00674,0,0.000962
"11","Oct",0.00265,0,1.32e-05,0.00401,0,0.000675
"12","Nov",0.00158,0,6.02e-06,0.00399,0,0.000793
"13","Dec",0.000982,0,2.51e-06,0.00449,0,0.000586
