"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00286,1.34e-05,2.01e-05,0.00566,0,0.00046
"2","Jan",0.000791,0,1.68e-06,0.00544,0,0.000321
"3","Feb",0.00091,0,1.94e-06,0.00593,0,0.000423
"4","Mar",0.00151,2.15e-05,4.44e-06,0.0071,0,0.000443
"5","Apr",0.00256,0.000715,1.07e-05,0.006,0,0.000433
"6","May",0.00404,0.00189,2.27e-05,0.00658,0,0.000639
"7","Jun",0.00593,0.00317,4.32e-05,0.00557,0,0.000483
"8","Jul",0.00585,0.00292,4.22e-05,0.00711,0,0.000856
"9","Aug",0.00522,0.00185,3.64e-05,0.00567,0,0.000563
"10","Sep",0.00353,0.000198,2.02e-05,0.00493,0,0.000481
"11","Oct",0.00201,0,7.74e-06,0.00309,0,0.00017
"12","Nov",0.0011,0,3.17e-06,0.00528,0,0.00038
"13","Dec",0.000708,0,1.35e-06,0.00521,0,0.000316
