"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00368,2.61e-05,3.51e-05,0.00498,0,0.000618
"2","Jan",0.000933,0,2.22e-06,0.00536,0,0.000517
"3","Feb",0.00115,0,3e-06,0.00428,0,0.000404
"4","Mar",0.00189,0,6.63e-06,0.00617,0,0.000573
"5","Apr",0.00311,0.000906,1.51e-05,0.00427,0,0.000417
"6","May",0.00516,0.0024,3.86e-05,0.00457,0,0.00045
"7","Jun",0.00751,0.004,7.28e-05,0.00518,0,0.000638
"8","Jul",0.00815,0.00418,8.51e-05,0.00541,0,0.000786
"9","Aug",0.00668,0.00237,6.17e-05,0.00444,0,0.000779
"10","Sep",0.00469,0.000347,3.72e-05,0.00693,0,0.00105
"11","Oct",0.00248,0,1.19e-05,0.00343,0,0.00047
"12","Nov",0.00139,0,4.72e-06,0.00505,0,0.000792
"13","Dec",0.00089,0,2.1e-06,0.00467,0,0.000535
