"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00274,7.43e-06,1.81e-05,0.00525,0,0.000407
"2","Jan",0.000792,0,1.78e-06,0.0056,0,0.000395
"3","Feb",0.000911,0,1.92e-06,0.00496,0,3e-04
"4","Mar",0.00149,1.66e-05,4.21e-06,0.00666,0,0.000419
"5","Apr",0.00249,0.000689,9.99e-06,0.00511,0,0.000397
"6","May",0.00383,0.0018,2.01e-05,0.00654,0,0.000562
"7","Jun",0.00558,0.00294,3.85e-05,0.00539,0,0.000435
"8","Jul",0.00557,0.00281,3.75e-05,0.00631,0,0.000548
"9","Aug",0.00502,0.00185,3.35e-05,0.00505,0,0.000435
"10","Sep",0.00338,0.000185,1.84e-05,0.00538,0,0.000596
"11","Oct",0.00195,0,7.23e-06,0.00267,0,0.000158
"12","Nov",0.0011,0,3.15e-06,0.00461,0,0.000345
"13","Dec",0.000712,0,1.37e-06,0.00462,0,0.000277
