"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00333,1.68e-05,2.83e-05,0.00587,0,0.000876
"2","Jan",0.000861,0,1.93e-06,0.00619,0,0.000841
"3","Feb",0.00104,0,2.47e-06,0.00453,0,0.000626
"4","Mar",0.00174,4.43e-06,5.68e-06,0.00683,0,0.000716
"5","Apr",0.00286,0.000833,1.3e-05,0.00531,0,0.000631
"6","May",0.00469,0.00224,3.15e-05,0.00537,0,0.000595
"7","Jun",0.00684,0.00373,5.86e-05,0.00735,0,0.00112
"8","Jul",0.00712,0.00348,6.49e-05,0.00596,0,0.000637
"9","Aug",0.0061,0.00214,5.09e-05,0.00486,0,0.000846
"10","Sep",0.00422,0.000265,3e-05,0.00879,0,0.00196
"11","Oct",0.00229,0,1.02e-05,0.00368,0,0.000602
"12","Nov",0.00128,0,4.19e-06,0.0065,0,0.00133
"13","Dec",0.000807,0,1.74e-06,0.00505,0,0.000614
