"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.0035,0,2.92e-05,0.0052,0,0.000582
"2","Jan",0.00103,0,2.68e-06,0.00642,0,0.000825
"3","Feb",0.00122,0,3.41e-06,0.00469,0,0.000367
"4","Mar",0.00197,2.82e-05,7.27e-06,0.00641,0,0.000494
"5","Apr",0.00317,0.000928,1.58e-05,0.00521,0,0.000631
"6","May",0.00493,0.00225,3.34e-05,0.00501,0,0.000394
"7","Jun",0.00657,0.00339,5.51e-05,0.00685,0,0.000982
"8","Jul",0.0072,0.00355,6.39e-05,0.0052,0,0.000583
"9","Aug",0.00644,0.00212,5.64e-05,0.00434,0,0.000527
"10","Sep",0.00436,0.000226,3.07e-05,0.00618,0,0.00101
"11","Oct",0.00249,0,1.17e-05,0.0027,0,0.000247
"12","Nov",0.00148,0,5.47e-06,0.00496,0,0.000551
"13","Dec",0.000947,0,2.39e-06,0.00444,0,0.000366
