"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.0037,3.08e-05,3.51e-05,0.00537,0,0.000647
"2","Jan",0.000952,0,2.27e-06,0.00593,0,0.000706
"3","Feb",0.00119,0,3.14e-06,0.00524,0,0.000626
"4","Mar",0.0019,0,6.61e-06,0.00735,0,0.000799
"5","Apr",0.00312,0.000895,1.5e-05,0.00467,0,0.000437
"6","May",0.00509,0.00231,3.75e-05,0.00468,0,0.000373
"7","Jun",0.00746,0.00403,7.08e-05,0.00513,0,0.000573
"8","Jul",0.00826,0.00408,8.82e-05,0.00609,0,0.00069
"9","Aug",0.00663,0.00238,6.08e-05,0.0052,0,0.000856
"10","Sep",0.00477,0.000406,3.81e-05,0.0065,0,0.000839
"11","Oct",0.0025,0,1.19e-05,0.00415,0,0.000543
"12","Nov",0.00143,0,4.95e-06,0.00453,0,0.000739
"13","Dec",0.000917,0,2.18e-06,0.00498,0,0.000579
